id,换卡_count,POS消费_mean,卡充值_mean,POS消费_sum,POS消费_count,圈存转账_sum,POS消费_max,圈存转账_mean,POS消费_min,卡充值_sum,圈存转账_count,卡补办_sum,卡充值_count,支付领取_min,POS消费_median,卡片销户_min,卡补办_count,支付领取_sum,支付领取_count,圈存转账_min,卡充值_min,更新卡信息_max,卡挂失_count,卡补办_median,换卡_mean,换卡_sum,卡补办_max,换卡_min
16891,0.0,3.98882001494,60.9523809524,5341.03,1339.0,2739.0,30.0,55.8979591837,0.01,2560.0,49.0,100.17,42.0,2.0,3.0,1.08,1.0,447.0,11.0,5.0,10.0,117.38,2.0,100.17,0.0,0.0,100.17,0.0
16896,1.0,4.30638932496,180.64516129,5486.34,1274.0,0.0,95.4,0.0,0.01,5600.0,0.0,0.0,31.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16897,1.0,4.25909475913,228.055555556,8045.43,1889.0,0.0,30.1,0.0,-11.0,8210.0,0.0,254.49,36.0,0.0,3.13,1.0,3.0,0.0,0.0,0.0,20.0,0.0,4.0,21.65,0.0,0.0,216.84,0.0
16898,1.0,3.16573248408,180.434782609,3976.16,1256.0,0.0,34.3,0.0,-4.44,4150.0,0.0,0.0,23.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16899,0.0,4.05778409091,70.0,2856.68,704.0,0.0,30.0,0.0,-4.3,1260.0,0.0,0.0,18.0,5.0,3.4,0.0,0.0,1688.7,27.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16900,1.0,5.23242337847,251.851851852,7341.09,1403.0,0.0,30.0,0.0,-8.8,6800.0,0.0,100.0,27.0,0.0,4.6,0.0,1.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,0.0,0.0,100.0,0.0
16901,1.0,4.0469143666,140.0,5718.29,1413.0,0.0,67.8,0.0,-10.9,2100.0,0.0,26.15,15.0,5.0,3.3,11.15,1.0,3405.0,34.0,0.0,100.0,0.0,1.0,26.15,0.0,0.0,26.15,0.0
16904,1.0,3.43537302726,113.055555556,4788.91,1394.0,0.0,30.0,0.0,-6.11,4070.0,0.0,155.67,36.0,0.0,3.0,40.67,1.0,0.0,0.0,0.0,20.0,0.0,1.0,155.67,0.0,0.0,155.67,0.0
16905,1.0,4.53954954955,125.925925926,4535.01,999.0,0.0,50.5,0.0,-11.0,3400.0,0.0,60.64,27.0,50.0,3.9,45.64,1.0,650.0,8.0,0.0,50.0,0.0,1.0,60.64,0.0,0.0,60.64,0.0
16912,0.0,3.90805674518,210.0,7300.25,1868.0,0.0,60.0,0.0,-4.6,2100.0,0.0,106.8,10.0,5.0,3.1,37.1,2.0,5305.0,55.0,0.0,100.0,0.0,2.0,53.4,0.0,0.0,54.7,0.0
16913,0.0,3.81217821782,174.615384615,2310.18,606.0,0.0,30.0,0.0,-6.6,2270.0,0.0,35.35,13.0,0.0,4.1,172.75,1.0,0.0,0.0,0.0,20.0,0.0,1.0,35.35,0.0,0.0,35.35,0.0
16916,1.0,4.07523093448,681.25,7588.08,1862.0,0.0,30.0,0.0,-10.66,5450.0,0.0,0.0,8.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16917,0.0,3.26543813298,585.714285714,7415.81,2271.0,0.0,47.3,0.0,0.01,8200.0,0.0,0.0,14.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16918,0.0,5.9745,1000.0,119.49,20.0,0.0,49.8,0.0,-1.14,1000.0,0.0,0.0,1.0,0.0,1.225,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16919,0.0,2.30429976852,169.230769231,3981.83,1728.0,2450.0,30.0,188.461538462,-3.54,2200.0,13.0,0.0,13.0,0.0,1.4,0.0,0.0,0.0,0.0,100.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16924,1.0,4.42169977925,200.0,6009.09,1359.0,0.0,87.7,0.0,-11.6,5800.0,0.0,136.02,29.0,0.0,3.0,21.02,2.0,0.0,0.0,0.0,100.0,0.0,3.0,68.01,0.0,0.0,100.0,0.0
16925,0.0,4.00562913907,89.7435897436,4838.8,1208.0,0.0,25.6,0.0,-22.0,3500.0,0.0,202.49,39.0,5.0,2.6,10.11,2.0,1107.0,21.0,0.0,50.0,0.0,2.0,101.245,0.0,0.0,125.11,0.0
16928,1.0,3.31119111111,95.1351351351,3725.09,1125.0,0.0,30.0,0.0,-6.1,3520.0,0.0,22.54,37.0,0.0,2.5,7.54,1.0,0.0,0.0,0.0,20.0,0.0,1.0,22.54,0.0,0.0,22.54,0.0
16929,0.0,4.16893915757,96.5517241379,2672.29,641.0,0.0,50.0,0.0,0.01,2800.0,0.0,0.0,29.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16930,1.0,3.78192523364,550.0,4046.66,1070.0,0.0,69.9,0.0,-11.0,1650.0,0.0,128.76,3.0,100.0,2.2,1.85,3.0,1500.0,5.0,0.0,50.0,0.0,4.0,48.24,0.0,0.0,63.67,0.0
16931,1.0,4.61316375199,250.0,8705.04,1887.0,0.0,55.2,0.0,-11.0,3750.0,0.0,0.0,15.0,5.0,3.6,0.0,0.0,4485.0,25.0,0.0,100.0,405.11,1.0,0.0,0.0,0.0,0.0,0.0
16932,1.0,3.4214556331,168.421052632,3431.72,1003.0,0.0,30.0,0.0,-6.1,3200.0,0.0,15.0,19.0,0.0,3.3,185.0,1.0,0.0,0.0,0.0,100.0,0.0,1.0,15.0,0.0,0.0,15.0,0.0
16933,0.0,2.75767193072,175.0,5413.31,1963.0,0.0,23.0,0.0,-19.5,5600.0,0.0,0.0,32.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16934,0.0,1.76605597964,0.0,1388.12,786.0,1300.0,22.7,185.714285714,-5.0,0.0,7.0,0.0,0.0,100.0,0.4,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16935,0.0,3.4680625543,150.0,3991.74,1151.0,3450.0,100.0,115.0,0.01,300.0,30.0,0.0,2.0,50.0,3.0,0.0,0.0,350.0,4.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16936,0.0,3.1182611997,79.4,4106.75,1317.0,0.0,30.0,0.0,0.01,3970.0,0.0,25.49,50.0,100.0,2.7,10.49,1.0,100.0,1.0,0.0,20.0,0.0,1.0,25.49,0.0,0.0,25.49,0.0
16937,0.0,3.2852976639,163.208,4359.59,1327.0,3900.0,28.0,177.272727273,-6.8,816.04,22.0,0.0,5.0,300.0,2.0,1.04,0.0,300.0,1.0,50.0,16.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16938,0.0,5.10138671875,196.428571429,5223.82,1024.0,0.0,30.0,0.0,-7.66,5500.0,0.0,0.0,28.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16939,0.0,7.34631578947,500.0,139.58,19.0,0.0,28.4,0.0,1.0,500.0,0.0,0.0,1.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16940,1.0,4.71012358393,316.666666667,4573.53,971.0,0.0,60.5,0.0,-3.54,3800.0,0.0,32.38,12.0,0.0,3.6,2.38,2.0,0.0,0.0,0.0,100.0,0.0,2.0,16.19,0.0,0.0,17.38,0.0
16941,0.0,4.92621323529,197.368421053,5359.72,1088.0,0.0,30.0,0.0,0.01,3750.0,0.0,0.0,19.0,5.0,3.6,0.0,0.0,1860.0,18.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16944,0.0,4.50611111111,300.0,81.11,18.0,0.0,33.9,0.0,-1.02,300.0,0.0,0.0,1.0,0.0,2.425,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16945,1.0,2.25451521984,147.2,3999.51,1774.0,0.0,30.0,0.0,-3.54,3680.0,0.0,0.0,25.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16946,0.0,6.34734321551,100.0,5566.62,877.0,3800.0,50.0,86.3636363636,-6.1,2100.0,44.0,0.0,21.0,0.0,4.6,0.0,0.0,0.0,0.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16947,0.0,3.84782278481,90.8064516129,3039.78,790.0,0.0,89.0,0.0,-6.3,2815.0,0.0,0.0,31.0,5.0,2.5,0.0,0.0,115.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16948,1.0,2.75312280702,75.4105882353,5492.48,1995.0,4555.0,30.0,25.4469273743,-5.0,1281.98,179.0,131.4,17.0,0.0,1.8,0.58,3.0,0.0,0.0,1.0,10.0,0.0,7.0,29.62,0.0,0.0,85.22,0.0
16949,0.0,2.72410763569,26.1111111111,5922.21,2174.0,6216.0,59.7,35.9306358382,-5.0,235.0,173.0,114.24,9.0,0.0,2.05,6.11,3.0,0.0,0.0,1.0,10.0,0.0,3.0,41.65,0.0,0.0,51.48,0.0
16950,1.0,3.5349750934,281.578947368,5677.17,1606.0,0.0,30.0,0.0,-1.88,5350.0,0.0,17.65,19.0,0.0,2.8,2.65,1.0,0.0,0.0,0.0,50.0,0.0,1.0,17.65,0.0,0.0,17.65,0.0
16951,1.0,4.03113741637,142.563333333,7832.5,1943.0,7650.0,30.0,177.906976744,-6.9,427.69,43.0,0.0,3.0,0.0,3.6,112.69,0.0,0.0,0.0,50.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16952,1.0,3.62666279745,150.9125,6248.74,1723.0,4820.0,39.4,178.518518519,-21.0,1207.3,27.0,0.0,8.0,0.0,2.9,42.3,0.0,0.0,0.0,20.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16953,0.0,3.11815578465,0.0,5444.3,1746.0,5730.0,46.8,110.192307692,-0.5,0.0,52.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16954,1.0,3.98989489489,134.117647059,2657.27,666.0,0.0,34.2,0.0,-8.0,2280.0,0.0,0.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16955,0.0,3.76775119617,106.150555556,3149.84,836.0,0.0,63.6,0.0,-4.9,1910.71,0.0,25.42,18.0,5.0,2.6,10.42,1.0,805.0,9.0,0.0,50.0,0.0,5.0,25.42,0.0,0.0,25.42,0.0
16958,1.0,3.16686315789,118.055555556,4512.78,1425.0,0.0,30.0,0.0,-4.99,4250.0,0.0,17.1,36.0,0.0,2.4,2.1,1.0,0.0,0.0,0.0,50.0,0.0,3.0,17.1,0.0,0.0,17.1,0.0
16959,0.0,3.10537864078,112.926829268,4797.81,1545.0,0.0,27.3,0.0,-3.42,4630.0,0.0,0.0,41.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16960,0.0,3.79428702011,127.941176471,4150.95,1094.0,0.0,30.0,0.0,-3.54,4350.0,0.0,0.0,34.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16961,0.0,2.61281700835,100.0,3441.08,1317.0,2820.0,57.6,94.0,-0.66,800.0,30.0,18.1,8.0,0.0,1.8,3.1,1.0,0.0,0.0,20.0,100.0,0.0,2.0,18.1,0.0,0.0,18.1,0.0
16962,1.0,4.09351674641,183.260869565,5133.27,1254.0,0.0,30.0,0.0,-7.9,4215.0,0.0,18.71,23.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,2.0,18.71,0.0,0.0,18.71,0.0
16963,0.0,3.24183644189,137.878787879,4519.12,1394.0,0.0,37.9,0.0,-4.0,4550.0,0.0,16.5,33.0,0.0,2.4,1.5,1.0,0.0,0.0,0.0,50.0,0.0,1.0,16.5,0.0,0.0,16.5,0.0
16964,1.0,3.90790450928,195.238095238,4419.84,1131.0,0.0,39.8,0.0,-14.22,4100.0,0.0,15.0,21.0,0.0,2.7,0.0,1.0,0.0,0.0,0.0,100.0,0.0,1.0,15.0,0.0,0.0,15.0,0.0
16965,0.0,3.49722276742,119.642857143,3563.67,1019.0,0.0,26.9,0.0,-8.0,3350.0,0.0,0.0,28.0,100.0,2.8,0.0,0.0,100.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16966,1.0,6.03090702948,261.764705882,5319.26,882.0,0.0,50.0,0.0,-3.48,4450.0,0.0,0.0,17.0,1.0,3.815,0.0,0.0,1501.0,4.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16967,0.0,5.50934782609,500.0,253.43,46.0,0.0,30.0,0.0,0.01,500.0,0.0,0.0,1.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16968,0.0,3.76345554537,96.8168888889,4105.93,1091.0,0.0,56.9,0.0,0.01,4356.76,0.0,0.0,45.0,100.0,2.8,71.8,0.0,100.0,1.0,0.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
16969,0.0,3.35606429192,103.703703704,3862.83,1151.0,0.0,32.6,0.0,-3.36,2800.0,0.0,67.4,27.0,5.0,3.0,52.4,1.0,895.0,11.0,0.0,50.0,0.0,1.0,67.4,0.0,0.0,67.4,0.0
16972,1.0,3.58023710729,183.836666667,6039.86,1687.0,0.0,32.7,0.0,-9.0,5515.1,0.0,97.7,30.0,0.0,2.4,3.03,4.0,0.0,0.0,0.0,10.0,0.0,5.0,21.79,0.0,0.0,36.09,0.0
16973,0.0,3.5457111835,189.705882353,6531.2,1842.0,0.0,90.0,0.0,-3.54,6450.0,0.0,50.0,34.0,0.0,2.35,0.0,1.0,0.0,0.0,0.0,50.0,0.0,2.0,50.0,0.0,0.0,50.0,0.0
16974,1.0,3.63610942249,135.480526316,4785.12,1316.0,2157.0,30.0,134.8125,-5.0,2574.13,16.0,20.0,19.0,0.0,3.0,9.13,1.0,0.0,0.0,20.0,24.13,0.0,2.0,20.0,0.0,0.0,20.0,0.0
16975,0.0,4.33619704433,150.0,4401.24,1015.0,3886.0,44.8,114.294117647,-3.54,750.0,34.0,65.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,8.0,50.0,0.0,2.0,32.5,0.0,0.0,50.0,0.0
16978,1.0,3.11441176471,266.666666667,6035.73,1938.0,0.0,100.0,0.0,-3.54,5600.0,0.0,106.12,21.0,0.0,2.0,91.12,1.0,0.0,0.0,0.0,100.0,0.0,2.0,106.12,0.0,0.0,106.12,0.0
16979,2.0,2.95049848943,266.666666667,5859.69,1986.0,0.0,59.8,0.0,-3.54,5600.0,0.0,250.19,21.0,0.0,1.8,29.99,4.0,0.0,0.0,0.0,100.0,0.0,4.0,51.895,0.0,0.0,131.4,0.0
16980,1.0,1.58333067093,300.0,3964.66,2504.0,2750.0,79.2,98.2142857143,-3.54,900.0,28.0,24.58,3.0,0.0,0.8,1.02,2.0,0.0,0.0,10.0,300.0,0.0,5.0,12.29,0.0,0.0,23.56,0.0
16981,2.0,2.36217348928,150.0,4847.18,2052.0,3900.0,30.0,111.428571429,0.01,600.0,35.0,159.04,4.0,5.0,1.5,2.97,2.0,115.0,3.0,50.0,100.0,0.0,2.0,79.52,0.0,0.0,117.97,0.0
16982,1.0,3.99406073446,234.782608696,5655.59,1416.0,0.0,120.0,0.0,-3.54,5400.0,0.0,20.0,23.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,100.0,0.0,3.0,20.0,0.0,0.0,20.0,0.0
16983,0.0,1.8557408733,120.833333333,2592.47,1397.0,0.0,31.0,0.0,-3.48,1450.0,0.0,0.0,12.0,100.0,0.83,0.0,0.0,1100.0,10.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16984,0.0,3.98990196078,313.636363636,6918.49,1734.0,0.0,50.0,0.0,-1.08,6900.0,0.0,0.0,22.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16985,0.0,3.07736141907,70.0,1387.89,451.0,0.0,30.0,0.0,0.01,1190.0,0.0,185.73,17.0,0.0,1.8,0.98,2.0,0.0,0.0,0.0,10.0,0.0,2.0,92.865,0.0,0.0,119.75,0.0
16986,0.0,3.80683920705,170.476190476,3456.61,908.0,0.0,24.2,0.0,0.04,3580.0,0.0,15.0,21.0,0.0,3.3,0.0,1.0,0.0,0.0,0.0,30.0,0.0,1.0,15.0,0.0,0.0,15.0,0.0
16987,0.0,3.18336571429,0.0,5570.89,1750.0,6750.0,28.5,150.0,0.01,0.0,45.0,50.0,0.0,0.0,2.4,35.0,1.0,0.0,0.0,50.0,0.0,0.0,1.0,50.0,0.0,0.0,50.0,0.0
16990,1.0,2.87427312775,111.103,4567.22,1589.0,0.0,30.0,0.0,-15.0,4444.12,0.0,66.48,40.0,0.0,2.4,1.84,2.0,0.0,0.0,0.0,16.84,0.0,5.0,33.24,0.0,0.0,45.26,0.0
16991,0.0,11.4658823529,200.0,194.92,17.0,0.0,100.0,0.0,0.01,400.0,0.0,0.0,2.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16992,1.0,2.76231747788,102.127659574,4994.27,1808.0,0.0,35.0,0.0,-3.54,4800.0,0.0,0.0,47.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16993,0.0,3.58544893763,105.960961538,5231.17,1459.0,0.0,58.0,0.0,-11.0,5509.97,0.0,0.0,52.0,0.0,3.1,84.97,0.0,0.0,0.0,0.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16994,1.0,3.21171493902,142.592592593,4213.77,1312.0,0.0,30.0,0.0,-10.0,3850.0,0.0,17.51,27.0,0.0,2.665,2.51,1.0,0.0,0.0,0.0,10.0,0.0,1.0,17.51,0.0,0.0,17.51,0.0
16995,1.0,2.7213899049,84.512195122,3720.14,1367.0,0.0,29.53,0.0,-3.54,3465.0,0.0,15.24,41.0,0.0,2.6,0.24,1.0,0.0,0.0,0.0,5.0,0.0,1.0,15.24,0.0,0.0,15.24,0.0
16996,1.0,3.88636481242,110.0,6008.32,1546.0,0.0,39.6,0.0,-9.0,5500.0,0.0,225.77,50.0,0.0,2.8,2.68,3.0,0.0,0.0,0.0,100.0,0.0,5.0,98.92,0.0,0.0,111.85,0.0
16997,0.0,3.23025412088,93.3333333333,4703.25,1456.0,0.0,30.4,0.0,-10.0,4760.0,0.0,0.0,51.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17002,0.0,3.41818181818,200.0,75.2,22.0,0.0,15.0,0.0,0.1,200.0,0.0,0.0,1.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17003,0.0,3.16494964029,114.69875,2199.64,695.0,0.0,30.0,0.0,-3.54,1835.18,0.0,37.37,16.0,0.0,1.8,13.73,1.0,0.0,0.0,0.0,20.0,0.0,3.0,37.37,0.0,0.0,37.37,0.0
17004,1.0,7.51519961977,236.176470588,7905.99,1052.0,0.0,100.0,0.0,-7.0,8030.0,0.0,0.0,34.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17005,0.0,10.8066666667,200.0,162.1,15.0,0.0,30.0,0.0,0.7,200.0,0.0,0.0,1.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17006,1.0,3.60723823976,333.333333333,4754.34,1318.0,0.0,50.7,0.0,0.01,4000.0,0.0,0.0,12.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17007,2.0,4.3328585086,268.75,4532.17,1046.0,0.0,45.6,0.0,0.01,4300.0,0.0,319.9,16.0,0.0,2.9,4.9,1.0,0.0,0.0,0.0,100.0,0.0,1.0,319.9,0.0,0.0,319.9,0.0
17014,0.0,2.8094338179,87.1428571429,3671.93,1307.0,0.0,27.9,0.0,-0.9,3660.0,0.0,0.0,42.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17015,0.0,3.33588059701,97.0375675676,4470.08,1340.0,1184.0,30.0,65.7777777778,-5.5,3590.39,18.0,18.86,37.0,0.0,2.8,3.86,2.0,0.0,0.0,9.0,20.0,0.0,4.0,9.43,0.0,0.0,18.86,0.0
17016,1.0,3.3185572843,109.090909091,4692.44,1414.0,0.0,30.0,0.0,-26.0,4800.0,0.0,0.0,44.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17017,0.0,5.39251475797,160.666666667,4567.46,847.0,2935.0,30.0,101.206896552,-1.14,2410.0,29.0,0.0,15.0,0.0,4.0,203.17,0.0,0.0,0.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17018,0.0,1.74285714286,500.0,24.4,14.0,0.0,4.1,0.0,-3.54,500.0,0.0,0.0,1.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17019,1.0,3.37594102886,385.82,5381.25,1594.0,0.0,38.8,0.0,-3.42,4244.02,0.0,461.79,11.0,0.0,3.1,42.2,4.0,0.0,0.0,0.0,57.2,0.0,6.0,114.335,0.0,0.0,129.47,0.0
17026,1.0,3.17623022368,842.857142857,5822.03,1833.0,0.0,30.8,0.0,-4.3,5900.0,0.0,0.0,7.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17027,0.0,3.56044334975,525.0,5782.16,1624.0,0.0,30.0,0.0,-1.68,6300.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17030,1.0,4.92074501574,266.666666667,4689.47,953.0,0.0,165.6,0.0,-3.24,800.0,0.0,15.94,3.0,5.0,4.0,0.94,1.0,3583.5,27.0,0.0,200.0,0.0,1.0,15.94,0.0,0.0,15.94,0.0
17031,1.0,2.28985074627,244.117647059,4142.34,1809.0,0.0,30.0,0.0,-3.8,4150.0,0.0,0.0,17.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17032,0.0,3.1818196995,112.820512821,5717.73,1797.0,1550.0,28.0,103.333333333,-4.6,4400.0,15.0,108.43,39.0,0.0,2.8,93.43,1.0,0.0,0.0,50.0,50.0,0.0,1.0,108.43,0.0,0.0,108.43,0.0
17033,1.0,3.16037374658,108.59375,6933.86,2194.0,0.0,94.2,0.0,-26.0,6950.0,0.0,0.0,64.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17034,1.0,4.48769230769,400.0,6242.38,1391.0,0.0,39.6,0.0,-7.1,5600.0,0.0,416.25,14.0,0.0,3.1,401.25,1.0,0.0,0.0,0.0,100.0,0.0,1.0,416.25,0.0,0.0,416.25,0.0
17035,0.0,5.02578821656,421.428571429,6312.39,1256.0,0.0,59.7,0.0,0.01,5900.0,0.0,0.0,14.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17038,1.0,4.04890376569,200.0,4838.44,1195.0,0.0,38.2,0.0,-8.55,4200.0,0.0,120.44,21.0,0.0,3.4,105.44,1.0,0.0,0.0,0.0,100.0,0.0,1.0,120.44,0.0,0.0,120.44,0.0
17039,0.0,4.79786380597,216.0,5143.31,1072.0,0.0,35.0,0.0,-1.5,5400.0,0.0,0.0,25.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17040,1.0,2.58568196103,159.615384615,4113.82,1591.0,0.0,30.0,0.0,-1.86,4150.0,0.0,0.0,26.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17041,0.0,3.51776083467,105.384615385,4383.13,1246.0,2480.0,25.9,95.3846153846,0.01,1370.0,26.0,0.0,13.0,20.0,3.6,0.0,0.0,1080.0,13.0,30.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17044,1.0,3.4502306425,200.0,8377.16,2428.0,0.0,43.4,0.0,-2.04,8400.0,0.0,16.74,42.0,0.0,2.7,1.74,1.0,0.0,0.0,0.0,150.0,0.0,1.0,16.74,0.0,0.0,16.74,0.0
17045,0.0,4.35157865787,193.181818182,7911.17,1818.0,0.0,50.0,0.0,-8.0,8500.0,0.0,15.0,44.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,2.0,15.0,0.0,0.0,15.0,0.0
17048,1.0,2.64517241379,92.8947368421,3605.37,1363.0,0.0,30.0,0.0,-4.8,3530.0,0.0,57.38,38.0,0.0,2.3,1.05,3.0,0.0,0.0,0.0,20.0,0.0,4.0,19.79,0.0,0.0,21.54,0.0
17049,0.0,3.53706984668,94.1379310345,4152.52,1174.0,200.0,67.1,100.0,-13.9,2730.0,2.0,88.31,29.0,10.0,2.365,8.31,2.0,951.8,14.0,100.0,20.0,0.0,2.0,44.155,0.0,0.0,65.0,0.0
17050,0.0,10.1818181818,1100.0,112.0,11.0,0.0,74.4,0.0,0.2,1100.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17051,0.0,3.54862411348,100.0,5003.56,1410.0,0.0,30.0,0.0,-1.2,5000.0,0.0,0.0,50.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17052,0.0,5.7325,134.090909091,4448.42,776.0,1550.0,52.0,172.222222222,-7.5,2950.0,9.0,15.0,22.0,0.0,5.0,0.0,1.0,0.0,0.0,100.0,50.0,0.0,1.0,15.0,0.0,0.0,15.0,0.0
17053,1.0,1.72318873668,92.1739130435,2264.27,1314.0,0.0,16.0,0.0,-3.7,2120.0,0.0,32.52,23.0,0.0,1.0,17.52,1.0,0.0,0.0,0.0,10.0,0.0,2.0,32.52,0.0,0.0,32.52,0.0
17054,0.0,3.98809045226,206.6,4761.78,1194.0,0.0,50.0,0.0,-6.0,2066.0,0.0,0.0,10.0,5.0,3.0,0.0,0.0,3660.2,24.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17055,0.0,5.74,200.0,114.8,20.0,0.0,22.0,0.0,0.1,200.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
