id,DayofYeah250_sum,DayofYeah251_sum,DayofYeah63_sum,DayofYeah248_sum,DayofYeah289_median,DayofYeah193_min,DayofYeah295_max,DayofYeah282_max,DayofYeah187_min,DayofYeah9_min,DayofYeah142_median,DayofYeah129_sum
14554,17.46,28.73,18.0,219.78,2.05,0.0,5.4,300.0,0.8,0.2,7.3,15.2
14555,0.0,4.51,17.5,45.01,2.4,3.0,7.0,5.8,0.9,1.4,3.6,26.3
14556,16.4,25.73,9.61,115.7,4.5,2.0,3.6,4.5,0.01,0.7,3.05,6.7
14557,0.0,7.15,11.61,16.6,1.5,1.0,6.3,7.0,0.8,0.01,3.0,22.76
14558,20.29,18.8,330.85,17.01,3.6,0.0,17.0,300.0,0.01,0.01,5.25,58.71
14559,15.3,18.41,4.5,34.1,7.4,1.3,10.5,13.0,1.1,0.01,4.5,27.04
14560,15.51,16.7,13.8,17.2,8.0,0.0,6.6,14.0,9.0,5.0,7.0,57.7
14561,497.31,14.0,25.5,43.5,10.9,0.6,400.0,1.6,0.6,0.01,6.6,14.2
14562,25.08,32.23,44.1,26.14,200.0,0.0,12.0,14.0,-0.6,0.11,8.0,1.8
14563,35.2,117.51,1.51,29.93,3.9,4.5,100.0,8.0,0.0,0.04,2.4,34.29
14564,21.13,21.13,16.91,28.7,3.2,0.0,4.4,5.83,7.5,10.0,6.6,5.8
14565,110.2,15.5,12.9,7.5,0.0,0.8,0.0,150.0,1.8,0.01,4.2,27.6
14566,17.03,509.43,19.85,16.76,4.4,0.0,28.2,15.0,0.01,0.01,4.3,18.12
14567,18.9,12.1,6.04,30.12,4.3,1.0,6.0,5.1,5.0,0.01,2.5,26.0
14568,264.96,18.0,50.3,96.1,6.5,0.8,8.6,16.0,0.8,0.07,9.8,241.6
14569,13.4,8.7,19.0,28.5,3.1,8.2,30.0,3.5,1.0,0.0,1.8,10.0
14570,17.2,7.91,13.62,23.0,2.0,1.5,9.2,13.5,4.1,0.01,3.6,9.9
14571,0.0,0.0,21.68,0.0,3.57,0.4,3.3,3.0,0.4,0.0,3.0,8.8
14572,25.64,19.73,160.93,22.84,0.805,0.02,15.2,19.0,0.02,0.01,5.5,29.51
14573,10.6,12.2,30.48,20.3,0.04,1.0,10.2,50.0,0.1,0.0,10.0,11.5
14578,6.8,5.87,18.74,15.43,1.4,0.35,4.5,3.7,0.5,0.8,1.6,7.0
14579,4.1,2.8,114.62,11.8,1.2,0.0,5.6,6.6,0.0,-1.68,5.35,0.0
14580,36.93,26.2,26.93,228.7,7.0,0.0,6.0,7.8,3.9,1.0,1.75,17.4
14581,1.11,17.31,17.71,111.82,0.01,0.0,5.0,9.0,0.09,0.01,1.5,13.0
14582,32.94,16.14,21.84,21.3,2.2,0.0,7.2,3.4,0.01,0.3,2.6,12.0
14583,7.71,2.43,13.82,8.71,2.1,0.8,5.0,6.2,0.5,0.02,1.3,18.91
14584,25.4,28.13,13.51,19.33,3.8,0.0,8.9,13.0,0.6,0.01,4.2,5.7
14585,9.4,17.12,7.81,6.7,2.25,0.0,1.0,1.0,0.8,1.0,1.8,13.42
14586,1.02,9.4,4.77,14.9,1.2,0.8,12.6,6.5,0.8,0.1,2.7,15.2
14587,15.2,10.83,16.63,23.4,5.6,0.4,6.0,100.0,0.6,0.5,1.815,138.95
14588,17.16,18.9,12.84,13.94,3.6,0.0,7.4,4.9,0.01,0.01,0.4,24.7
14589,9.2,1.3,8.42,7.9,1.9,0.0,5.4,3.8,0.6,0.01,0.85,13.5
14592,15.8,16.6,12.42,14.03,1.2,0.0,5.1,5.1,1.0,0.02,1.5,209.53
14593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14598,0.0,15.2,10.81,10.41,2.85,0.0,12.0,4.2,1.7,3.4,2.0,10.5
14599,0.0,0.0,0.0,0.0,0.25,1.2,4.5,0.9,1.0,0.09,2.315,28.43
14600,2.5,3.2,22.3,27.14,3.2,0.0,10.0,300.0,0.06,0.01,3.0,21.0
14601,0.0,7.8,20.4,16.8,0.0,2.0,7.0,12.6,2.3,5.5,9.2,34.0
14602,21.5,34.4,13.63,416.33,2.4,0.0,2.5,15.6,0.01,0.01,2.25,222.44
14603,16.6,3.7,49.3,58.24,3.0,0.5,10.1,4.6,0.7,1.5,3.0,1.3
14604,7.8,7.6,15.6,15.7,3.6,5.1,6.9,5.0,3.0,0.0,2.25,6.0
14605,26.71,20.01,19.11,25.91,4.0,1.0,4.6,6.5,1.0,0.01,3.0,41.83
14606,11.33,26.61,10.9,24.5,30.0,0.0,12.7,0.6,1.0,2.0,3.35,1.3
14607,0.0,0.0,9.6,14.2,3.2,1.0,200.0,0.01,4.6,5.1,0.655,5.0
14612,13.2,3.2,16.0,14.03,3.3,2.65,100.0,6.6,0.7,0.01,2.9,15.75
14613,0.7,10.08,24.09,514.76,4.3,2.75,4.66,50.0,0.7,0.7,2.9,4.6
14616,20.3,26.0,24.7,29.26,28.5,0.5,7.0,3.6,5.0,0.0,1.0,24.2
14617,26.4,20.83,22.57,244.85,0.6,0.6,7.6,200.0,0.7,2.8,0.01,8.42
14618,20.41,18.67,28.66,26.31,3.5,0.0,17.1,10.5,0.01,0.01,0.0,23.61
14619,0.0,0.0,15.8,5.01,3.95,0.0,5.8,8.1,0.0,0.01,12.0,18.4
14620,15.31,10.11,22.51,10.91,4.55,0.0,9.6,10.0,0.01,0.01,4.15,17.5
14621,16.01,10.01,15.51,20.02,6.1,100.0,5.6,7.0,5.0,0.01,9.0,13.91
14624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14625,5.6,7.0,11.25,6.0,4.3,0.3,7.5,500.0,0.7,1.5,3.05,6.2
14628,11.7,4.1,17.81,20.32,0.89,0.3,50.0,7.2,3.9,1.8,4.6,19.2
14629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14630,18.94,7.5,12.7,15.4,2.35,7.0,4.33,4.5,2.5,0.8,3.365,15.46
14631,10.5,13.51,15.5,29.24,3.5,6.3,7.0,7.0,1.8,0.01,4.85,8.2
14632,23.44,25.7,16.8,337.51,3.95,0.0,13.7,5.3,1.2,1.55,4.0,19.25
14633,5.6,16.3,15.71,12.1,4.0,0.7,9.8,2.5,1.0,1.5,3.0,21.51
14636,65.71,17.83,14.52,218.53,1.0,0.01,12.5,4.8,0.01,0.01,1.3,128.51
14637,4.3,8.62,8.54,16.47,1.0,0.8,8.5,4.9,0.4,0.01,2.8,23.6
14642,17.35,17.19,10.27,21.34,2.55,0.01,6.6,8.0,0.02,0.01,0.01,0.06
14643,0.0,0.0,61.24,0.0,2.01,0.1,4.44,100.0,4.4,0.01,3.13,61.53
14650,15.5,214.23,17.56,18.23,4.5,0.0,6.0,5.0,0.03,3.0,2.35,13.6
14651,15.9,6.41,5.42,8.81,3.5,0.0,70.0,5.4,0.3,0.01,2.53,36.1
14652,17.23,20.66,19.14,19.62,4.0,0.01,5.0,14.0,0.01,0.8,2.0,41.55
14653,12.02,10.71,4.73,13.54,1.5,0.0,6.0,6.0,1.3,0.01,1.4,22.23
14658,5.05,20.2,68.2,14.87,4.55,3.6,8.0,100.0,0.1,3.7,2.0,3.4
14659,2.4,10.8,0.04,10.51,2.2,1.0,6.0,15.3,8.0,5.4,0.0,5.0
14660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14661,12.95,21.7,18.2,18.9,0.01,0.01,4.8,5.8,2.5,0.02,3.0,6.62
14662,20.1,9.03,2.2,16.93,5.2,0.16,0.6,100.0,0.0,0.0,0.17,12.95
14663,20.5,1.1,22.9,1.4,5.4,0.1,0.0,0.0,0.0,0.16,4.0,0.07
14664,18.33,417.83,24.68,26.13,2.75,2.6,10.0,8.4,0.01,0.01,3.05,23.97
14665,512.6,21.18,0.0,9.01,2.75,0.0,18.65,15.0,1.0,0.01,0.0,0.0
14668,9.4,5.0,19.14,8.01,1.05,0.5,7.8,5.5,0.2,0.01,1.0,15.73
14669,18.16,16.11,37.3,256.32,3.1,0.5,4.6,23.4,1.6,0.01,2.8,16.2
14670,23.53,39.23,13.31,33.1,8.1,0.0,8.6,6.5,0.01,1.8,2.0,11.91
14671,9.4,15.7,10.11,10.73,2.8,0.1,7.6,8.5,0.1,0.1,6.7,21.1
14680,30.2,39.13,25.67,32.84,2.5,0.1,9.4,9.0,0.5,0.1,8.215,10.67
14681,18.4,25.23,15.1,27.1,5.0,0.0,8.7,12.5,0.0,0.03,7.4,10.85
14684,13.3,12.33,35.73,17.75,1.2,0.0,4.6,6.6,0.8,1.0,3.55,12.56
14685,21.45,13.53,57.11,22.54,2.18,0.7,10.4,6.7,-1.02,0.09,1.25,24.6
14694,233.04,38.2,12.31,26.33,3.0,0.0,0.0,15.6,0.0,1.0,6.1,34.84
14695,0.0,3.5,14.3,5.6,0.3,0.7,4.5,0.0,3.6,0.0,5.0,0.0
14696,20.87,31.29,7.1,38.34,2.55,0.0,200.0,13.4,3.1,0.8,10.0,11.7
14697,25.2,0.9,25.49,12.9,0.0,3.6,0.0,0.0,1.0,0.0,5.35,9.58
14698,116.0,6.0,32.3,11.2,4.5,3.6,6.0,3.2,4.0,2.9,0.0,7.1
14699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14704,26.0,24.73,59.11,15.23,5.5,0.0,8.0,9.0,6.2,3.2,3.0,23.0
14705,14.0,0.08,28.28,45.7,1.0,4.5,10.0,16.4,0.1,0.09,3.6,0.04
14706,18.0,0.5,19.04,17.8,1.03,0.1,10.2,6.0,1.0,1.6,3.1,20.1
14707,0.0,3.0,12.5,12.8,2.4,-3.54,11.08,5.0,1.0,3.0,2.15,32.61
14708,17.73,23.6,208.98,23.63,16.34,0.0,4.7,4.5,0.8,0.15,4.6,27.0
14709,8.9,0.17,29.08,119.5,3.3,0.1,5.2,5.2,0.2,0.18,3.63,8.3
14710,51.6,26.23,135.6,25.4,5.6,0.0,5.6,5.5,3.0,2.5,5.55,8.6
14711,7.6,0.0,18.5,6.4,4.25,1.2,4.6,6.0,0.0,3.9,2.25,50.4
14712,9.5,2.81,126.51,9.31,0.095,0.0,6.8,6.8,2.8,2.0,1.5,3.3
14713,7.6,4.5,208.41,13.5,1.45,0.1,4.6,5.6,0.1,1.0,2.5,18.0
14716,18.03,21.13,15.4,19.42,2.3,1.4,6.0,3.5,0.01,1.5,0.0,2.12
14717,15.69,6.54,1.02,112.31,4.25,1.5,5.6,0.1,1.0,0.01,0.7,0.0
14718,25.02,25.54,345.35,27.44,3.4,0.0,7.3,9.6,0.6,0.07,3.9,22.1
14719,17.82,118.8,20.71,32.92,2.0,0.93,6.6,6.0,0.8,0.2,5.8,137.71
14724,25.13,11.97,7.5,23.56,2.0,0.0,7.2,500.0,0.8,1.0,0.9,8.6
14725,14.63,12.5,8.74,11.75,2.55,1.1,15.0,4.2,0.83,0.13,1.9,18.75
14726,7.6,27.2,103.02,12.2,4.0,2.9,4.1,100.0,2.9,1.0,3.3,0.0
14727,8.72,126.29,3.1,15.31,3.6,0.1,22.1,6.8,0.1,0.0,2.9,11.1
14728,22.8,22.61,32.5,18.99,0.5,1.2,14.4,8.5,0.3,1.0,1.3,14.2
14729,4.92,8.11,24.91,24.35,1.0,0.0,31.8,17.4,1.0,0.06,8.0,49.5
14730,2.5,12.21,19.56,8.96,0.16,0.0,3.6,8.0,3.9,0.4,3.28,14.42
14731,19.16,0.0,36.6,30.7,7.1,8.0,6.0,11.7,0.0,6.0,7.5,26.7
14733,223.86,6.54,11.46,2.95,3.45,0.8,4.4,4.4,3.2,0.02,2.0,16.56
14738,17.08,12.91,7.1,52.0,0.06,4.5,200.0,200.0,0.01,0.05,1.725,1.0
14739,214.7,20.6,23.27,22.03,4.0,7.0,5.55,13.2,5.1,0.01,5.15,2.8
14740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14741,15.23,17.2,11.3,18.23,0.0,0.7,7.1,6.1,0.7,15.0,3.0,0.0
14742,30.63,27.11,30.06,129.74,3.3,0.0,100.0,6.0,0.0,1.0,3.5,129.3
14743,15.0,12.27,15.58,9.7,4.65,0.5,100.0,7.8,0.01,0.07,2.15,0.0
14744,26.5,76.3,109.31,25.93,4.4,0.0,0.07,100.0,0.4,6.0,7.6,136.77
14745,7.3,4.58,17.24,22.09,0.01,3.2,12.9,8.0,1.0,0.8,3.6,22.2
14746,20.5,12.6,212.11,9.3,3.0,0.6,5.0,5.0,1.1,0.01,1.5,16.0
14747,101.84,11.23,21.21,24.63,3.9,1.5,6.5,3.0,0.0,0.0,2.0,26.8
14752,14.3,13.1,14.15,16.77,0.91,0.01,100.0,8.0,0.01,0.01,2.85,73.24
14753,22.8,213.9,10.92,114.28,4.95,0.4,30.0,4.1,0.8,0.5,5.6,15.6
14754,13.4,5.4,34.1,11.6,1.8,0.9,17.0,30.0,0.3,3.6,4.4,173.6
14755,25.42,32.75,26.95,21.54,4.22,0.5,9.8,9.5,1.0,0.03,2.3,41.71
14756,320.11,28.9,0.0,116.0,8.0,0.0,10.0,400.0,0.6,0.6,4.0,16.4
14757,16.6,39.2,0.0,14.9,0.0,0.6,0.9,7.4,0.6,2.9,3.9,10.0
14758,29.0,25.84,23.5,16.73,1.0,0.0,10.0,10.5,1.5,0.01,3.65,208.4
14759,62.7,24.67,22.62,11.09,6.0,1.1,3.6,8.0,0.1,5.0,0.02,218.79
14760,17.21,22.13,2.81,18.9,3.2,0.9,10.0,4.9,0.01,0.01,5.2,24.3
14761,24.0,20.1,20.62,12.7,6.3,0.0,0.8,8.5,0.5,8.0,0.0,16.12
14762,27.41,22.23,21.5,22.83,12.5,0.0,15.0,30.0,0.9,0.4,4.75,27.9
14763,27.3,30.9,31.8,38.1,0.0,4.0,0.0,7.0,0.1,5.4,0.06,22.2
14764,22.5,19.23,15.72,25.7,4.05,1.2,4.1,7.6,0.1,0.01,4.8,18.3
14765,18.4,1.5,25.05,116.43,3.2,1.0,4.6,12.6,0.6,0.03,8.4,76.1
14766,19.52,25.1,10.8,23.83,1.0,0.0,8.0,100.0,0.7,0.5,1.8,14.4
14767,1.4,6.2,9.6,13.8,5.85,0.2,11.0,6.0,0.0,0.0,1.5,18.9
14772,10.8,311.43,17.3,21.03,1.5,0.0,4.2,3.7,0.6,0.02,0.9,12.81
14773,3.1,13.59,32.22,28.19,0.01,0.1,3.5,4.2,3.0,0.1,1.76,0.78
14774,0.0,12.92,5.3,1.5,3.0,2.0,8.0,50.0,0.0,2.0,1.8,52.0
14775,0.5,0.0,11.3,22.6,14.2,0.0,5.7,200.0,3.5,0.3,1.8,12.2
14778,20.32,26.93,18.02,22.97,3.2,0.0,3.0,4.2,0.01,2.0,2.1,29.47
14779,12.46,8.53,46.0,35.16,2.3,1.0,11.5,13.3,2.4,0.01,0.12,26.59
14780,15.33,25.23,27.37,19.0,2.45,0.0,3.2,6.8,0.35,0.08,1.05,63.68
14781,24.2,28.7,13.22,3.6,0.7,1.2,3.5,3.6,1.8,0.09,4.6,15.06
14782,8.73,9.01,16.9,8.44,3.6,0.0,3.1,3.1,0.02,2.6,3.1,11.35
14783,0.5,8.7,23.4,8.78,2.95,1.8,4.1,4.6,-0.6,0.09,3.1,10.0
14784,12.33,20.95,2.68,18.96,0.45,1.8,3.0,3.5,2.5,3.0,1.8,6.6
14785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14786,16.93,30.35,21.43,25.25,2.75,0.0,4.0,3.2,1.2,1.3,1.3,12.4
14787,21.21,11.21,127.25,128.92,2.5,0.0,12.8,8.9,1.8,0.01,0.0,5.02
14788,2.0,9.74,8.73,108.54,0.3,0.0,14.5,6.0,4.9,0.01,1.525,12.64
14789,0.2,0.0,30.93,14.5,0.0,0.0,7.6,18.6,0.0,0.0,2.8,0.03
14794,219.6,39.67,73.41,28.24,2.5,0.6,19.2,5.6,1.0,1.8,3.25,19.9
14795,9.87,0.0,5.8,8.89,3.8,1.0,0.07,4.6,1.2,0.08,3.0,12.8
14798,21.93,26.5,10.4,18.7,4.45,0.0,3.1,5.4,1.2,2.6,4.1,19.82
14799,0.0,4.3,0.09,7.4,4.6,0.0,5.6,5.6,0.0,0.09,8.5,12.4
14802,16.4,26.03,15.3,12.4,2.4,0.7,3.1,4.6,5.6,0.05,4.1,20.48
14803,0.0,0.67,12.21,10.4,0.0,1.0,5.6,5.6,0.8,0.06,2.45,109.14
14804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14805,29.53,33.53,21.0,21.1,3.0,1.4,6.6,8.6,0.9,1.4,3.0,133.5
14810,23.85,18.95,16.38,17.56,2.9,0.01,5.0,6.6,0.01,0.01,1.15,23.13
14811,6.51,14.36,0.0,1.45,1.8,2.03,53.09,100.0,0.5,0.7,1.85,18.3
14812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14813,18.93,0.5,25.11,16.6,4.4,1.2,8.0,4.6,0.0,4.3,4.0,22.8
14814,46.84,24.13,35.61,22.73,1.7,1.9,13.9,9.5,0.01,4.7,3.55,223.7
14815,6.41,3.91,20.02,32.01,19.2,0.1,200.0,8.0,0.5,0.01,5.0,38.41
14816,19.83,16.93,128.5,21.23,4.6,0.0,12.4,10.0,0.01,1.0,10.8,14.69
14817,31.61,6.8,29.2,12.5,1.0,22.0,23.0,9.3,1.0,1.4,1.0,20.3
14818,12.2,20.41,10.3,24.1,3.0,0.0,3.0,4.2,1.1,1.0,4.65,12.9
14819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14820,24.72,13.62,12.1,220.18,3.0,0.8,7.6,0.3,0.5,0.15,1.2,108.41
14821,91.2,37.0,40.2,32.26,2.0,0.6,10.0,18.0,5.0,1.0,4.1,21.1
14824,0.0,109.6,2.7,0.0,3.6,0.0,0.0,3.6,0.3,1.0,0.0,12.6
14825,6.5,2.6,0.0,11.15,1.8,0.0,12.9,3.0,0.0,0.0,29.0,2.61
14826,20.0,31.41,18.9,22.46,5.6,0.0,400.0,1.8,9.8,1.0,0.0,44.0
14827,18.0,3.6,26.4,26.41,1.0,0.8,200.0,100.0,0.8,21.0,1.5,3.5
14828,35.03,313.6,41.27,24.23,2.4,0.0,10.0,8.1,0.0,4.4,7.0,8.0
14829,8.01,0.0,11.2,22.41,8.0,1.0,9.0,0.0,1.3,0.0,0.455,3.01
14830,29.64,21.93,40.71,17.03,2.5,0.0,14.0,4.6,1.0,7.2,2.8,109.0
14831,8.5,0.0,18.02,14.5,3.6,1.0,8.0,3.0,0.9,0.01,0.0,4.4
14832,16.48,27.2,5.11,10.73,3.0,1.0,4.0,14.0,1.1,1.0,0.16,23.6
14833,10.0,5.48,14.9,0.17,0.1,0.2,33.0,10.0,4.6,0.09,6.9,65.39
14834,6.81,9.9,4.19,7.22,1.15,0.06,3.7,2.4,0.01,0.08,0.085,6.55
14835,1.2,4.12,3.87,2.64,0.69,0.1,3.0,3.0,0.5,0.01,0.5,6.52
14836,7.69,12.43,5.95,16.39,1.2,0.0,2.6,3.0,0.01,0.0,0.0,5.4
14837,4.1,15.05,20.1,4.85,3.0,1.0,5.3,3.1,1.5,0.02,3.3,13.26
14838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14839,18.2,47.35,244.11,10.43,3.0,5.0,12.2,5.9,1.0,0.4,5.7,15.0
14842,24.94,27.7,24.3,22.33,4.95,0.01,8.1,10.0,0.01,4.4,6.0,14.21
14843,66.02,12.4,8.51,53.0,5.8,0.1,15.0,200.0,0.4,0.01,0.0,14.91
14850,30.8,349.8,0.7,22.31,3.05,3.6,0.0,18.0,0.0,0.0,0.09,0.08
14851,218.3,15.7,17.61,21.3,2.9,1.5,8.0,4.6,2.8,2.0,4.6,15.6
14854,13.8,35.2,21.7,11.81,4.25,0.0,10.0,3.2,2.5,1.0,1.0,24.46
14855,0.0,0.0,18.34,0.0,0.0,4.4,0.0,10.6,1.5,0.0,4.85,0.0
14856,25.33,1.0,18.05,28.3,3.15,-3.24,100.0,10.5,0.4,0.8,1.0,24.45
14857,6.0,8.6,40.8,9.5,5.1,0.8,5.6,9.2,3.0,20.0,5.0,23.8
14858,34.57,19.91,14.42,18.57,2.5,1.8,11.0,100.0,0.5,0.01,3.0,120.51
14859,21.14,217.3,22.44,14.92,5.1,3.8,6.1,200.0,0.4,0.14,4.25,11.7
14860,20.13,5.6,25.71,223.6,4.0,1.8,8.3,8.8,5.6,1.0,5.0,30.7
14861,12.1,24.4,42.2,15.9,4.6,1.0,10.5,4.3,5.0,0.9,3.0,10.1
14862,18.93,21.7,28.91,46.76,4.4,0.0,5.6,4.9,0.01,0.01,4.5,22.61
14863,14.81,7.52,24.5,23.62,2.65,1.0,8.0,12.1,2.5,0.01,2.4,23.46
14864,23.9,4.9,0.0,32.03,4.6,0.9,4.6,6.0,4.5,2.0,3.5,10.1
14865,0.0,0.0,225.81,0.0,4.5,0.0,4.6,12.6,0.0,0.0,1.1,0.0
14870,22.43,23.74,19.41,23.83,4.6,2.0,4.1,6.0,0.01,1.0,3.1,12.41
14871,19.91,8.3,18.61,8.4,8.0,0.8,10.9,10.9,1.0,0.01,4.65,0.52
14878,21.84,16.53,16.12,24.43,5.6,0.0,5.6,5.6,0.8,0.01,5.6,5.6
14879,12.7,18.6,17.16,17.7,2.9,1.5,7.0,13.9,0.7,0.0,3.3,11.2
14880,105.1,15.5,41.44,15.1,3.9,1.0,10.0,10.0,1.0,2.0,1.45,33.6
14881,10.82,0.91,117.93,33.52,3.25,0.0,10.0,15.5,1.8,-3.48,3.6,19.5
14882,21.01,19.47,13.83,214.91,0.7,0.0,6.5,4.6,0.01,0.01,1.2,19.19
14883,0.0,111.51,115.34,19.03,0.5,0.0,100.0,4.6,3.4,0.02,0.55,20.81
14886,9.2,222.3,5.8,10.2,4.1,0.5,6.0,7.5,2.0,0.6,8.6,25.3
14887,5.8,6.3,107.99,1.54,0.445,1.0,4.0,8.0,0.9,0.02,2.0,22.4
14888,52.03,30.26,24.8,20.2,3.0,3.2,6.0,200.0,3.0,8.0,4.0,56.7
14889,23.71,19.91,34.12,32.9,1.5,2.5,16.8,200.0,1.5,1.5,1.5,32.4
14890,57.04,28.2,7.53,6.33,3.35,0.0,7.1,23.0,-1.22,1.83,5.7,5.5
14891,0.0,0.0,18.3,17.2,2.4,1.3,13.5,5.3,1.0,0.15,5.0,20.9
14894,8.65,43.3,21.79,173.43,4.85,0.0,3.7,9.0,1.5,8.0,3.75,16.54
14895,0.0,2.41,22.08,0.37,5.0,0.0,12.9,7.2,1.0,2.3,3.5,16.5
14896,14.8,159.6,13.3,11.2,2.1,0.0,7.4,4.5,0.1,1.0,2.9,12.6
14897,28.1,8.6,212.09,15.0,0.6,0.0,16.0,9.0,4.0,0.01,0.0,27.6
14898,47.93,20.9,27.0,220.43,2.5,0.0,5.9,7.1,1.0,0.6,4.5,13.7
14899,9.0,23.0,22.03,26.23,3.9,1.0,7.6,200.0,0.13,0.27,3.0,14.7
14900,0.0,0.0,15.19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0
14901,10.21,184.56,21.59,23.43,1.65,0.01,7.6,28.2,0.01,0.7,4.4,90.64
14902,16.24,32.64,13.45,17.51,2.9,0.0,10.6,15.0,0.01,0.01,7.5,22.14
14903,18.71,111.72,35.68,7.01,1.5,3.6,3.9,4.7,1.0,0.01,4.5,19.22
14904,427.33,30.48,20.41,42.9,3.1,3.0,10.9,400.0,0.7,0.01,3.0,15.6
14905,15.6,217.2,16.21,20.7,3.85,4.3,4.6,17.0,0.4,8.0,8.0,251.0
14906,9.3,0.0,21.71,4.74,4.25,1.0,8.6,0.9,8.3,7.0,3.0,22.1
14907,0.08,3.57,0.0,13.16,0.08,0.0,17.0,5.0,0.0,0.02,0.0,0.0
14908,20.84,19.03,10.91,15.35,2.5,0.6,5.0,200.0,1.6,2.9,2.8,11.2
14909,9.5,17.61,16.46,19.02,3.6,1.5,5.0,5.0,3.0,0.8,3.3,17.9
14910,10.69,70.11,12.17,7.25,3.2,1.0,100.0,9.3,0.0,0.0,1.2,13.4
14911,36.31,42.93,30.73,25.39,0.405,1.5,8.9,9.0,0.6,0.03,4.0,11.17
14914,10.08,5.8,18.82,33.41,5.0,0.6,6.4,2.9,0.6,-1.62,2.55,9.8
14915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14922,24.98,21.64,13.52,15.64,10.0,1.0,10.0,14.0,0.01,2.15,4.6,58.74
14923,13.11,12.0,81.66,32.63,4.2,1.0,5.6,6.6,0.7,0.01,1.25,428.12
14924,27.93,32.49,2.33,37.53,7.2,1.0,27.0,8.9,0.6,1.0,4.2,3.0
14925,2.8,10.6,232.1,112.0,4.3,6.4,6.0,11.5,0.6,0.0,5.6,23.4
14926,24.8,23.33,11.2,16.2,4.25,0.0,20.0,12.9,0.7,4.3,3.6,34.2
14927,34.8,11.1,33.7,10.6,4.3,0.8,10.8,8.0,2.5,0.0,0.0,36.8
14928,16.83,18.43,20.1,18.8,3.7,0.7,12.0,7.6,0.5,1.0,5.8,19.35
14929,17.2,20.4,20.9,31.43,2.1,0.5,5.6,5.8,0.4,0.09,1.65,16.3
14930,29.83,30.0,11.9,8.0,6.75,0.0,8.6,3.5,1.8,3.0,3.9,12.9
14931,15.1,13.25,18.6,6.6,4.5,3.0,8.5,6.0,6.5,6.5,0.0,23.2
14932,19.7,16.83,13.1,16.93,5.7,2.0,4.8,5.6,3.1,0.01,3.1,12.81
14933,15.94,3.4,318.75,32.0,5.6,0.35,4.8,5.6,0.35,0.1,4.0,14.51
14934,33.61,9.5,161.55,16.4,4.5,0.01,7.1,18.2,0.01,0.01,5.8,171.98
14935,0.0,2.5,2.55,47.0,2.4,1.7,4.5,9.7,9.2,3.5,2.6,31.6
14936,15.83,214.83,17.01,14.23,4.4,0.02,4.6,4.6,0.09,1.9,3.6,19.4
14937,12.81,12.2,12.1,15.51,7.8,0.6,8.0,100.0,1.8,0.6,7.0,123.7
14938,4.3,7.4,15.2,18.3,6.15,3.0,4.6,10.6,1.0,3.2,10.0,0.0
14939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14940,41.53,13.23,16.62,64.03,3.0,0.07,9.0,5.6,0.04,6.0,2.35,28.74
14941,26.71,0.21,120.97,12.61,4.0,1.0,9.6,7.0,0.9,0.1,3.6,42.5
14942,19.0,24.33,19.21,23.33,4.215,0.0,7.1,5.6,0.3,1.2,4.0,10.8
14943,2.54,7.01,7.0,6.8,5.05,0.5,15.9,100.0,0.1,0.1,2.0,24.8
14944,30.42,13.7,24.31,221.5,3.6,2.0,4.6,7.5,1.0,0.04,3.05,18.04
14945,19.5,25.8,316.5,55.8,3.5,0.2,6.6,6.0,-0.6,1.0,1.8,15.4
14948,1.0,106.0,0.16,19.9,7.65,3.0,12.6,10.0,2.0,1.0,4.7,33.2
14949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14950,19.5,18.83,21.1,12.93,5.65,0.0,23.2,12.6,0.9,0.6,3.6,17.08
14951,8.3,4.3,30.0,19.6,2.6,0.8,10.9,200.0,0.8,1.8,0.7,23.4
14956,14.38,16.83,16.3,12.48,1.8,5.0,2.2,4.5,0.01,0.6,3.45,9.01
14957,112.5,0.09,57.34,15.35,2.6,1.2,2.9,50.0,2.9,0.01,2.9,6.58
