id,2015-05-21_mean,2014-09-05_mean,2014-09-01_mean,2014-10-27_mean,2015-07-19_median,2013-09-02_sum,2014-12-10_min,2014-09-26_mean,2015-03-11_sum,2015-02-05_min,2015-07-23_count,2014-12-24_count,2013-09-23_sum,2015-06-29_min,2014-09-08_sum,2014-04-03_min,2014-11-21_sum,2015-06-04_mean,2014-08-07_max,2014-09-24_mean,2014-10-07_mean,2014-09-07_sum,2015-05-22_median,2015-01-04_min,2015-05-23_sum,2015-07-20_mean,2015-05-30_mean,2014-09-22_mean,2014-12-26_median,2014-07-01_max,2014-10-17_min
19563,3.6,8.1,39.2216666667,3.92,0.0,0.0,0.1,6.25,68.8,0.0,0.0,0.0,0.0,2.5,0.0,0.0,31.0,8.2,0.0,12.0,1.0,0.0,0.0,3.7,1.0,0.0,0.0,1.0,0.0,0.0,1.0
19564,0.0,0.0,0.0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,16.43,0.0,0.0,0.8,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
19565,10.325,5.5,30.7011111111,6.62,29.75,0.0,0.1,1.3,1.1,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1.2,0.0,0.0,8.25,0.8,20.23,4.0,3.6,0.0,0.0,2.0,5.0,0.95,0.0,5.5
19568,0.0,0.0,0.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0
19569,1.475,0.0,2.85,4.4,0.0,0.0,0.01,0.8,134.34,0.0,0.0,4.0,0.0,1.2,0.0,0.0,32.6,3.23333333333,0.0,3.025,0.0,0.0,6.2,0.2,1.0,0.0,0.0,36.5625,2.5,0.0,1.0
19570,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,102.9,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
19571,51.0,4.125,53.8272727273,1.384,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.1,0.0,1.0,4.06666666667,0.0,2.44,0.0,8.1,3.0,2.9,0.0,0.0,19.2,0.01,0.0,0.0,0.08
19574,0.0,0.0,0.0,0.0,0.0,38.63,0.0,0.0,0.0,0.0,0.0,0.0,13.73,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
19575,4.0,4.6,5.36666666667,2.53833333333,7.0,0.0,0.01,3.58571428571,27.31,0.0,1.0,12.0,0.0,1.5,217.3,0.0,6.15,3.23,0.0,3.3,4.85,13.1,4.5,0.01,0.0,9.66666666667,7.86666666667,36.3666666667,0.6,0.0,0.01
19576,4.6,2.88125,2.69111111111,3.95833333333,0.0,0.0,0.01,11.5,139.86,0.0,0.0,5.0,0.0,5.6,110.7,0.0,23.8,3.6525,0.0,3.48333333333,3.422,16.23,0.0,0.01,0.0,0.0,6.3,5.32,4.4,0.0,1.0
19577,1.53333333333,4.93333333333,1.66,1.25857142857,3.7,0.0,0.5,3.18333333333,5.26,0.0,0.0,2.0,0.0,1.0,7.8,0.0,7.8,1.25,0.0,3.48333333333,1.66,6.2,0.55,0.5,2.0,0.0,1.0,1.8,3.0,0.0,0.3
19578,0.0,0.0,0.0,0.0,0.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,16.23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
19579,4.25333333333,2.1,6.27714285714,3.106,1.93,0.0,0.31,3.66,12.94,0.0,5.0,7.0,0.0,0.14,14.18,0.0,11.9,3.56666666667,0.0,3.806,0.15,19.51,4.0,0.15,11.87,4.13333333333,2.572,3.4175,1.23,0.0,0.31
19580,0.0,0.0,0.0,0.0,0.0,24.62,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0
19581,2.3,5.13333333333,6.06666666667,4.2,0.0,0.0,1.0,2.03333333333,23.93,0.0,0.0,3.0,0.0,1.0,1.5,0.0,71.5,4.2,0.0,9.95,4.41428571429,12.1,5.6,0.06,0.0,0.0,7.525,10.3833333333,0.35,0.0,5.6
19582,0.0,0.0,0.0,0.0,0.0,31.7,0.0,0.0,0.0,0.0,0.0,0.0,19.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19583,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.21,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0
19584,0.0,0.0,0.0,0.0,0.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,26.6,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0
19585,4.12,2.97428571429,2.45142857143,15.43875,2.55,0.0,0.01,2.85,131.27,0.0,5.0,7.0,0.0,0.2,23.8,0.0,2.35,2.60714285714,0.0,2.27777777778,0.3,6.47,4.0,0.02,2.5,7.84285714286,2.726,1.0775,0.01,0.0,0.03
19592,0.0,0.0,0.0,0.0,0.0,74.93,0.0,0.0,0.0,0.0,0.0,0.0,37.1,0.0,0.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19593,4.72166666667,0.0,72.0221428571,4.35909090909,0.0,0.0,0.01,0.0,0.0,0.0,0.0,4.0,0.0,1.7,4.0,0.0,0.04,0.0,0.0,2.96,0.0,0.0,6.0,1.0,17.8,0.0,0.0,2.2,0.055,0.0,0.01
19594,11.6333333333,12.75,4.9,26.24,0.4,0.0,0.0,7.5,46.3,0.0,4.0,2.0,0.0,2.0,24.4,0.0,37.5,9.09,0.0,11.3,0.0,0.0,2.4,0.01,233.3,5.96666666667,5.37333333333,5.71428571429,4.0,0.0,3.0
19595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19600,0.0,0.0,0.0,0.0,0.0,27.74,0.0,0.0,0.0,0.0,0.0,0.0,26.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
19601,15.1666666667,4.425,31.0157142857,3.58,0.0,0.0,0.01,3.66833333333,35.69,0.0,0.0,4.0,0.0,0.6,11.3,0.0,10.9,22.726,0.0,25.66,0.0,14.6,4.735,0.02,22.1,0.0,8.9,4.66666666667,2.4,0.0,0.0
19602,0.0,0.0,0.0,0.0,0.0,28.63,0.0,0.0,0.0,0.0,0.0,0.0,14.44,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0
19603,3.51666666667,3.1,14.987,3.525,0.0,0.0,0.01,2.13333333333,22.71,0.0,6.0,4.0,0.0,3.5,0.0,0.0,51.9,36.6666666667,0.0,3.14,5.46666666667,0.0,4.7,3.0,28.5,3.3,23.4,3.56666666667,3.55,0.0,0.01
19604,2.0,45.4042857143,3.33666666667,1.465,0.0,0.0,0.1,5.86666666667,27.6,0.0,0.0,2.0,0.0,2.5,15.6,0.0,3.0,2.5,0.0,4.915,2.35,22.23,3.0,3.5,28.4,0.0,0.1,4.646,2.15,0.0,0.7
19605,1.305,3.826,4.5,2.85,5.345,0.0,0.0,2.62,21.9,0.0,0.0,6.0,0.0,1.0,23.13,0.0,27.9,6.86666666667,0.0,19.65,3.73,24.06,7.6,0.1,20.8,11.26,93.77,4.686,8.5,0.0,0.04
19610,30.325,4.93333333333,2.65,2.25,2.3,0.0,0.45,6.1,22.7,0.0,3.0,0.0,0.0,2.5,24.0,0.0,8.0,0.0,0.0,3.4,0.0,16.9,2.6,8.0,2.8,6.02857142857,16.1625,10.4142857143,5.7,0.0,7.4
19611,0.0,0.0,0.0,0.0,0.0,35.99,0.0,0.0,0.0,0.0,0.0,0.0,20.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19613,4.01428571429,3.446,4.8225,6.7,5.0,0.0,1.0,19.0,127.91,0.0,5.0,7.0,0.0,2.1,1.0,0.0,51.8,5.52875,0.0,2.515,2.966,0.0,5.3,0.01,33.5,3.7875,6.1,4.89166666667,3.5,0.0,1.0
19614,1.31888888889,1.756,1.57111111111,2.30571428571,2.4,0.0,0.03,2.63833333333,4.19,0.0,5.0,6.0,0.0,2.0,4.54,0.0,39.15,26.47375,0.0,2.42333333333,2.11666666667,100.0,1.505,0.8,16.43,9.6,0.743,1.49125,4.4,0.0,0.02
19615,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,27.6,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
19618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0
19619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19622,0.0,0.0,0.0,0.0,0.0,91.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0
19623,0.0,2.35,6.22,2.6,0.7,0.0,0.0,3.2,0.0,0.0,0.0,2.0,0.0,4.0,19.53,0.0,0.04,0.4,0.0,3.16,0.3,17.5,9.02,0.0,0.6,0.0,1.3,0.5,1.4,0.0,6.2
19630,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
19631,17.2,5.7,51.822,3.44,15.0,0.0,0.01,4.99,19.72,0.0,1.0,9.0,0.0,1.5,22.8,0.0,16.06,3.45,0.0,3.34,0.01,0.0,3.6,0.01,46.0,7.9,0.0,54.025,1.1,0.0,0.01
19634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0
19635,0.0,0.0,0.0,0.0,0.0,263.75,0.0,0.0,0.0,0.0,0.0,0.0,14.06,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0
19636,0.0,0.0,0.0,0.0,0.0,18.56,0.0,0.0,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0
19637,10.3666666667,4.4,3.385,27.825,4.8,0.0,0.6,0.0,22.9,0.0,3.0,3.0,0.0,2.8,6.02,0.0,8.1,10.0,0.0,4.2,4.0,2.73,7.5,1.0,23.9,7.6,3.95,8.96666666667,4.8,0.0,2.8
19638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19639,4.0,4.0325,3.522,0.0,5.0,0.0,0.6,0.95,8.8,0.0,0.0,3.0,0.0,7.5,4.54,0.0,23.7,5.16666666667,0.0,2.91833333333,4.6,9.03,4.8,0.8,17.0,0.0,8.0,6.14,5.865,0.0,-4.0
19642,0.0,0.0,0.0,0.0,0.0,341.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0
19643,0.0,1.0,104.2,7.5,0.0,0.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,31.9,0.0,16.1,3.0,0.0,3.4125,0.0,0.0,0.0,0.0,5.0,0.0,8.075,0.0,1.0,0.0,1.0
19644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19648,0.0,0.0,0.0,0.0,0.0,40.02,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0
19649,22.55,1.1,21.6333333333,0.0,0.0,0.0,1.0,0.0,42.1,0.0,0.0,3.0,0.0,3.6,26.0,0.0,146.3,1.5,0.0,0.0,0.8,31.9,11.3,3.0,0.0,0.0,0.55,0.0,4.5,0.0,1.0
19650,0.0,0.0,0.0,0.0,0.0,221.91,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
19651,4.32,3.255,5.8,4.25,0.0,0.0,1.0,4.192,24.92,0.0,0.0,1.0,0.0,0.1,0.0,0.0,219.8,16.3333333333,0.0,37.7383333333,4.22,24.5,3.25,0.1,9.6,0.0,3.76666666667,3.38833333333,3.4,0.0,1.0
19656,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
19657,1.52,1.7,0.964,2.32166666667,0.0,0.0,0.01,2.3,73.22,0.0,0.0,7.0,0.0,2.6,3.7,0.0,29.72,2.24285714286,0.0,1.505,1.0,12.0,3.0,0.01,11.4,1.92,1.06666666667,1.99285714286,0.505,0.0,1.0
19660,0.0,0.0,0.0,0.0,0.0,25.12,0.0,0.0,0.0,0.0,0.0,0.0,26.43,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
19661,0.0,1.33,0.08,3.75,0.0,0.0,0.01,6.0,3.99,0.0,0.0,3.0,0.0,2.5,0.0,0.0,12.0,3.4,0.0,0.01,0.01,0.0,0.01,0.01,18.8,0.0,2.63333333333,2.0,0.0,0.0,0.01
19662,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,35.2,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19663,9.95,36.6666666667,6.325,4.5,0.0,0.0,0.05,4.3375,230.95,0.0,3.0,2.0,0.0,0.0,0.0,0.0,37.57,3.46428571429,0.0,1.16,0.4,3.0,3.6,0.04,17.1,32.0428571429,0.5,7.83333333333,3.9,0.0,0.02
19664,3.96,5.74,10.1428571429,9.39,0.0,0.0,0.1,1.13333333333,18.15,0.0,0.0,4.0,0.0,2.3,23.7,0.0,11.7,5.43333333333,0.0,5.7,3.9,24.2,5.6,0.02,5.0,0.0,11.5333333333,37.3,3.3,0.0,-3.3
19665,6.03833333333,6.32,5.15,3.1,0.0,0.0,0.9,3.4,9.21,0.0,0.0,6.0,0.0,1.4,13.2,0.0,25.33,2.41666666667,0.0,2.51,0.8,15.3,2.0,2.2,46.8,0.0,2.625,3.18,2.4,0.0,1.7
19666,2.04333333333,3.78,24.6511111111,4.5075,0.0,0.0,0.15,52.025,25.66,0.0,0.0,3.0,0.0,0.7,12.1,0.0,17.93,2.67666666667,0.0,2.835,0.7,3.1,0.83,0.02,15.73,0.0,2.32666666667,3.03333333333,0.0,0.0,0.6
19667,8.71428571429,3.09125,122.855,7.35,0.0,0.0,0.0,0.0,20.5,0.0,0.0,0.0,0.0,3.6,5.0,0.0,0.0,7.1,0.0,0.0,0.0,142.5,4.2,0.0,63.4,0.0,15.4,6.41428571429,0.0,0.0,0.0
19672,0.0,0.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0
19673,3.584,4.66666666667,8.675,1.34230769231,0.0,0.0,4.2,3.66,17.8,0.0,0.0,8.0,0.0,0.2,7.2,0.0,3.93,1.9,0.0,5.29285714286,4.1,124.0,2.8,0.7,115.1,0.0,24.514,2.26272727273,0.01,0.0,0.1
19684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19685,24.5857142857,3.78,62.124,6.58,0.0,0.0,1.8,3.65,22.1,0.5,0.0,9.0,0.0,0.01,4.5,0.0,34.8,3.66666666667,0.0,4.1925,9.25,16.0,3.1,0.8,15.0,0.0,1.7,3.675,3.0,0.0,0.01
19686,2.925,2.9925,2.865,2.93333333333,3.0,0.0,0.01,7.11666666667,21.01,0.0,0.0,5.0,0.0,0.5,23.59,0.0,18.52,2.085,0.0,2.465,2.08714285714,100.79,2.3,0.8,11.3,0.0,1.91833333333,5.786,2.0,0.0,0.01
19687,0.0,1.97625,16.7857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.45,0.0,0.0,0.0,0.0,0.0,0.0,17.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19688,0.0,0.0,0.0,0.0,0.0,17.16,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0
19689,1.38,2.255,2.78333333333,4.846,4.825,0.0,0.01,2.92,8.87,0.0,14.0,8.0,0.0,1.0,6.2,0.0,51.0,2.68272727273,0.0,4.84666666667,4.0075,9.2,4.4,7.5,6.91,3.49230769231,5.775,4.655,8.75,0.0,0.01
19690,0.0,0.0,0.0,0.0,0.0,12.18,0.0,0.0,0.0,0.0,0.0,0.0,25.71,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,0.0
19691,8.4,2.5,38.125,0.0,0.0,0.0,1.9,3.4,182.5,0.0,0.0,7.0,0.0,2.9,0.0,0.0,1.0,4.4,0.0,0.0,2.4,4.1,4.15,10.9,10.9,0.0,2.4,1.1,7.5,0.0,4.8
19694,0.0,0.0,0.0,0.0,0.0,23.71,0.0,0.0,0.0,0.0,0.0,0.0,22.7,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
19695,2.66,0.95,11.75,2.7,4.3,0.0,4.0,13.65,128.8,0.0,3.0,4.0,0.0,0.9,0.0,0.0,18.6,3.975,0.0,66.74,4.18125,0.0,4.2,0.8,1.9,1.0,31.3585714286,0.0,29.2,0.0,4.6
19696,0.0,0.0,0.0,0.0,0.0,7.41,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
19697,2.662,1.709,2.18666666667,4.765,4.5,0.0,0.1,3.65,13.6,0.0,3.0,4.0,0.0,1.0,16.5,0.0,12.9,3.4,0.0,3.0,11.2,0.0,4.0,4.5,17.3,60.5142857143,4.075,2.13833333333,2.4,0.0,5.0
19698,0.0,0.0,0.0,0.0,0.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0,12.31,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0
19699,1.48666666667,2.56153846154,2.5025,1.408,5.1,0.0,0.01,3.975,4.4,0.0,0.0,3.0,0.0,3.0,0.0,0.0,14.32,2.7,0.0,2.94,23.18,12.3,2.0,0.01,22.91,13.4666666667,1.822,19.4666666667,4.8,0.0,0.7
19702,0.0,0.0,0.0,0.0,0.0,16.87,0.0,0.0,0.0,0.0,0.0,0.0,22.31,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
19703,3.76428571429,2.05,4.08857142857,2.69125,6.4,0.0,0.02,3.325,28.71,0.0,4.0,9.0,0.0,0.1,10.0,0.0,0.0,6.83875,0.0,2.804,3.98333333333,24.3,3.3,0.1,14.23,15.1777777778,14.26625,4.23142857143,1.8,0.0,0.01
19712,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19713,3.5,20.0,0.01,0.01,0.0,0.0,0.01,1.4,7.9,0.0,0.0,3.0,0.0,7.3,0.04,0.0,0.0,10.0,0.0,3.85,1.975,103.0,4.75,2.63,0.01,0.0,0.01,1.965,0.0,0.0,0.0
19714,0.0,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,17.4,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0
19715,3.2,5.6,3.65,0.0,0.0,0.0,0.5,2.8,8.61,0.0,0.0,4.0,0.0,0.1,0.0,0.0,0.0,5.03,0.0,3.85,3.5,1.0,4.0,9.7,7.3,0.0,1.36666666667,3.8,0.0,0.0,3.0
19720,33.0,5.2625,2.3125,2.612,4.6,0.0,0.01,5.2,8.63,3.0,6.0,14.0,0.0,1.5,26.1,0.0,29.31,14.194,0.0,100.0,4.94428571429,25.95,4.2,0.0,16.9,1.13333333333,4.51666666667,24.842,2.1,0.0,0.01
19721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19726,3.99571428571,5.16666666667,3.5,3.02571428571,1.25,0.0,2.5,4.70333333333,20.43,0.0,0.0,5.0,0.0,3.5,12.3,0.0,25.0,4.8025,0.0,11.2745454545,2.3,305.01,0.0,0.01,14.01,0.0,12.325,2.412,2.0,0.0,0.01
19727,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19728,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,59.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0
19729,5.10166666667,11.795,1.70416666667,4.93666666667,0.0,0.0,0.01,0.0,31.76,0.0,0.0,7.0,0.0,1.8,5.5,0.0,13.52,1.67,0.0,2.03454545455,2.0,26.18,1.33,0.01,1.9,0.0,0.505,11.584,3.0,0.0,0.08
19730,0.0,0.0,0.0,0.0,0.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,85.5,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0
19731,0.0,7.22,1.99363636364,4.05666666667,1.15,0.0,0.01,0.86,20.89,0.0,0.0,3.0,0.0,0.6,19.0,0.0,2.08,5.385,0.0,10.175,0.08,2.0,1.59,0.01,4.0,15.2,0.0,3.11222222222,1.7,0.0,0.01
19732,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,325.14,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
19733,3.65,82.325,2.16,1.75,1.325,0.0,0.1,5.9,35.3,0.0,3.0,2.0,0.0,0.0,13.62,0.0,11.2,2.35,0.0,1.48,0.976,18.31,5.1,0.1,6.0,21.246,7.13333333333,2.38571428571,0.0,0.0,2.5
19734,0.0,0.0,0.0,0.0,0.0,17.32,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
19735,2.76,3.37666666667,3.29090909091,3.275,0.0,0.0,2.5,5.22222222222,50.27,0.0,0.0,6.0,0.0,2.0,24.0,0.0,13.8,3.37,0.0,3.856,5.33636363636,21.25,3.15,2.0,24.3,0.0,2.74,3.71428571429,3.9,0.0,1.5
19738,0.0,0.0,0.0,0.0,0.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,37.63,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
19739,6.03272727273,1.88,75.0714285714,3.33333333333,6.8,0.0,1.0,1.68571428571,18.48,0.0,2.0,5.0,0.0,0.6,5.6,0.0,160.52,19.225,0.0,106.34,0.0,21.6,3.6,-3.48,23.51,0.0,3.5775,10.78,2.35,0.0,-3.48
19742,0.0,0.0,0.0,0.0,0.0,16.35,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0
19743,3.58777777778,7.33666666667,4.15,2.845,8.0,0.0,1.2,7.1,12.8,0.0,0.0,5.0,0.0,-0.72,19.8,0.0,15.63,42.144,0.0,5.6,106.0,26.3,3.0,1.0,34.6,11.85,2.75714285714,14.4333333333,1.3,0.0,0.35
19746,0.0,0.0,0.0,0.0,0.0,140.3,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
