id,DayofMonth2_sum,DayofMonth9_sum,DayofMonth16_min,DayofMonth19_median,DayofMonth9_min,DayofMonth18_max,DayofMonth8_sum,DayofMonth17_mean,DayofMonth2_median,DayofMonth1_min,DayofMonth14_min,DayofMonth4_sum
13850,276.25,325.52,0.01,1.05,0.01,60.0,257.27,1.96142857143,1.5,-0.78,0.01,161.74
13851,518.61,264.91,0.01,2.1,-0.84,100.0,301.01,3.72285714286,2.8,-0.96,-0.96,256.95
13852,133.79,165.67,0.01,2.1,0.01,100.0,245.06,2.55666666667,2.0,0.01,-2.22,204.9
13853,182.08,47.09,0.01,2.0,0.01,4.5,290.64,2.56647058824,2.0,0.01,0.01,212.66
13854,789.62,258.25,-4.8,1.8,-4.8,500.0,221.92,3.161,2.3,0.01,-1.14,706.97
13855,503.81,682.8,-3.54,2.9,0.01,100.0,252.85,9.47585365854,4.5,0.0,0.0,155.92
13856,565.65,188.89,0.01,3.2,0.01,200.0,79.67,3.11666666667,3.3,0.01,0.01,992.46
13857,1211.28,103.03,0.01,2.6,0.01,12.0,238.38,4.52444444444,5.0,0.6,0.01,99.62
13858,342.13,484.55,0.0,3.0,-3.48,200.0,480.09,3.32804878049,2.55,-0.54,0.01,644.85
13859,1248.74,348.05,0.01,3.0,0.01,200.0,677.46,10.4335,3.5,-0.84,0.01,219.61
13860,174.54,171.13,0.1,4.0,0.1,13.5,166.77,4.13,3.35,0.01,0.01,341.22
13861,167.72,276.29,0.75,2.85,0.01,14.0,155.95,8.0812,3.8,0.01,0.01,399.33
13868,198.41,119.54,0.01,2.5,0.01,50.0,272.32,7.20703703704,3.0,-3.24,0.3,132.76
13869,257.53,128.13,0.01,3.25,0.9,100.0,353.33,8.40023809524,3.4,0.01,0.01,363.36
13872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13873,428.81,813.4,0.2,1.9,0.1,30.0,131.02,8.18928571429,3.0,0.08,0.2,120.98
13876,123.53,321.99,0.01,4.15,0.1,14.9,325.94,9.79547619048,2.4,0.01,0.1,145.21
13877,198.0,409.1,0.0,3.6,0.5,200.0,182.0,4.816875,5.0,0.0,0.1,411.73
13878,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
13879,0.0,0.0,0.0,2.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
13880,339.25,355.11,0.01,1.9,0.01,10.6,367.39,8.44,2.6,0.06,-0.72,384.31
13881,358.99,269.53,-0.9,2.5,0.01,100.0,533.81,7.15829787234,2.5,0.01,-0.06,236.27
13882,371.28,636.51,0.01,3.25,0.01,200.0,1085.93,15.29,3.2,0.01,-0.36,271.24
13883,1070.82,327.25,0.01,2.5,0.01,24.8,597.66,10.6044660194,4.55,-0.84,-0.12,426.15
13884,660.03,297.29,0.1,3.6,0.01,100.0,131.7,14.3441935484,3.3,0.01,0.01,175.75
13885,286.27,270.03,0.01,3.35,-0.96,24.8,166.24,11.9430612245,4.0,-0.6,-1.02,243.95
13886,285.59,500.08,0.0,2.55,0.01,100.0,1101.0,10.5432786885,1.9,0.01,0.01,286.19
13887,647.03,647.02,0.01,2.5,0.01,15.0,661.49,20.5337735849,2.75,0.01,0.01,859.42
13888,209.51,135.6,0.01,3.8,0.0,9.5,112.16,3.172,3.25,0.01,0.01,207.63
13889,381.13,312.46,0.9,3.62,-3.54,100.0,425.96,5.602,3.6,0.01,0.2,218.93
13890,265.55,92.5,0.2,4.0,0.01,14.2,44.73,16.7696296296,4.8,0.01,0.01,104.12
13891,529.29,418.57,0.01,2.8,0.01,12.0,324.57,6.73661016949,2.5,0.01,0.01,455.68
13894,272.84,365.0,0.5,3.6,0.6,200.0,174.25,8.09361702128,3.8,0.01,0.6,336.8
13895,464.0,223.28,0.01,5.2,0.01,100.0,315.52,12.5681818182,3.5,0.01,0.01,227.32
13896,241.37,169.62,0.01,3.45,0.01,29.8,95.23,4.588,3.5,0.01,0.01,136.37
13897,120.82,353.8,0.1,3.3,-3.54,9.0,344.78,3.59344827586,1.8,0.2,0.3,170.95
13898,170.13,349.81,0.03,3.9,0.01,200.0,385.78,4.72361111111,4.3,0.01,0.01,344.23
13899,672.57,210.81,0.01,2.65,0.0,50.0,194.29,9.20357142857,0.8,-0.18,-1.14,182.44
13900,323.9,353.25,0.01,3.15,0.01,11.0,329.46,9.01914285714,3.5,0.01,0.01,351.69
13901,322.15,117.9,0.01,2.515,0.01,200.0,212.9,7.613125,2.4,0.01,0.01,199.86
13904,134.36,211.85,0.01,2.4,-0.78,30.0,185.7,4.34328947368,2.0,0.01,0.01,540.24
13905,382.47,688.66,0.01,2.85,0.01,200.0,590.1,7.39475409836,3.1,-1.08,0.01,125.03
13910,123.81,267.77,0.01,0.1,0.01,200.0,306.83,2.06197183099,0.3,0.01,0.01,152.38
13911,83.89,126.08,0.0,1.6,0.01,200.0,116.67,8.6546875,2.3,0.01,-3.36,206.49
13916,168.04,266.21,0.01,1.3,0.01,100.0,154.11,1.733625,1.0,0.0,0.0,550.85
13917,309.24,305.41,-10.0,2.0,0.01,100.0,237.26,3.25897058824,2.0,-0.48,0.01,641.08
13920,134.78,556.72,0.01,1.9,-0.36,100.0,149.04,2.4103030303,1.5,0.01,0.01,161.77
13921,552.6,186.41,0.4,3.0,0.01,300.0,574.21,11.4636842105,2.9,0.07,0.01,372.0
13924,467.63,150.5,0.01,3.0,0.01,10.9,345.5,11.1828125,2.9,0.01,0.3,317.4
13925,129.85,681.34,-0.3,3.2,1.0,200.0,109.54,5.17407407407,3.9,1.0,-1.08,531.42
13928,1127.5,382.64,-0.84,5.2,0.1,25.0,541.44,8.63074626866,3.8,0.06,0.5,647.38
13929,459.85,421.6,0.01,2.25,0.01,10.0,184.14,8.63029411765,1.0,0.01,0.01,180.97
13930,688.38,177.52,0.01,2.45,0.01,12.1,355.85,11.8146296296,1.765,0.0,-0.96,205.12
13931,261.98,267.44,0.01,1.25,-0.36,9.0,236.53,2.97571428571,2.0,0.01,0.01,739.82
13932,222.73,107.17,0.01,1.8,0.01,300.0,423.64,6.87,3.1,0.01,-1.0,105.16
13933,232.67,142.14,-26.0,5.7,0.01,200.0,553.75,14.2182608696,4.3,0.01,0.01,586.64
13934,422.66,129.42,-3.36,3.0,-1.02,100.0,189.3,7.48475,2.765,0.01,0.01,280.94
13935,895.9,236.49,-1.02,4.115,-1.26,200.0,1115.53,14.0218333333,4.6,-1.02,0.01,460.04
13938,377.77,677.36,0.01,3.0,-1.88,12.0,200.6,12.9896428571,3.0,0.01,0.01,102.79
13939,531.83,167.24,0.01,2.5,0.01,10.6,358.43,10.4008163265,3.5,0.01,0.01,525.91
13942,401.25,411.4,0.02,4.6,0.01,100.0,193.33,11.3711111111,4.6,0.04,0.11,321.69
13943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13946,174.15,252.39,0.01,2.5,-1.02,200.0,236.11,9.15720930233,3.5,0.01,-30.0,560.67
13947,499.26,273.43,0.01,4.7,-0.72,100.0,625.07,6.81186666667,3.55,-0.96,-0.66,412.27
13948,405.03,357.93,-0.66,2.6,-0.96,200.0,468.54,2.74357142857,1.15,-0.66,0.0,325.26
13949,165.72,1034.5,0.01,2.75,-5.7,200.0,665.03,5.61333333333,1.5,0.01,-0.9,189.83
13950,138.72,319.51,0.01,3.0,0.01,100.0,152.39,4.12590909091,3.5,0.3,0.6,116.33
13951,275.27,243.17,0.0,4.25,0.01,12.0,300.82,14.0322807018,4.4,0.01,-1.02,618.4
13952,110.0,227.41,-3.54,1.0,0.01,50.0,173.22,6.92483870968,3.0,0.0,-0.78,339.3
13953,807.67,392.68,-8.6,4.7,-0.96,100.0,580.09,8.54166666667,1.9,-0.42,-0.12,544.01
13954,184.66,220.02,0.01,3.0,-3.54,300.0,222.75,11.2184,2.7,0.01,0.01,538.74
13955,276.07,191.92,-0.78,2.85,0.01,300.0,705.46,8.51563636364,2.05,0.01,-0.9,654.38
13958,277.3,840.42,0.01,1.05,0.01,100.0,392.5,10.3525641026,2.0,0.01,0.01,87.49
13959,441.41,285.82,0.01,3.75,0.01,30.0,468.08,11.2902380952,3.0,0.01,0.01,91.63
13960,277.77,316.83,0.01,3.1,0.01,200.0,314.47,3.39302325581,4.0,0.0,0.01,450.01
13961,252.8,452.96,-0.88,2.5,0.01,8.2,407.88,3.38739130435,2.5,0.01,0.01,137.06
13964,770.89,603.91,0.01,2.55,0.01,24.0,269.3,5.20092592593,2.95,0.01,-1.02,209.63
13965,171.97,1031.87,0.0,1.5,-0.6,12.4,390.27,8.23651162791,1.75,-1.5,0.01,562.47
13966,471.84,640.56,-0.9,1.9,-5.6,200.0,190.99,2.81384615385,1.8,0.01,-0.54,230.91
13967,249.62,347.38,-0.12,1.6,0.01,100.0,557.34,7.2225,2.0,-3.42,0.01,99.15
13976,345.03,184.07,-0.48,1.0,-0.78,10.0,173.4,9.17102564103,3.0,0.01,0.01,54.95
13977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13978,505.02,185.81,-1.88,3.0,-1.02,77.8,488.24,5.10636363636,2.9,0.01,0.01,554.96
13979,603.56,859.61,0.01,3.1,0.01,200.0,261.67,14.7350793651,3.8,0.0,-1.02,551.72
13980,447.85,1306.3,-2.52,4.0,-8.0,500.0,302.41,3.62274509804,3.2,-4.0,0.01,224.25
13981,167.82,244.88,0.01,2.9,0.01,200.0,709.77,15.3131707317,2.7,0.01,0.01,592.78
13982,268.46,228.2,0.2,2.75,0.01,22.3,466.6,13.37625,2.4,1.0,0.6,89.23
13983,250.5,189.01,-1.56,2.05,0.01,300.0,310.58,10.1627868852,3.0,-0.66,-1.56,231.3
13984,625.25,108.55,0.01,2.4,-3.12,9.1,100.55,6.30704545455,3.0,0.01,0.01,388.73
13985,265.92,436.79,0.4,2.4,0.1,20.0,200.2,6.22675675676,3.7,0.4,0.3,257.9
13986,679.41,282.56,0.01,3.0,0.04,100.0,353.36,7.35723404255,3.6,0.1,0.06,448.81
13987,392.18,253.01,0.01,3.4,0.0,100.0,253.36,3.41861111111,3.95,0.01,0.01,154.36
13988,363.85,339.74,0.01,3.4,0.01,17.16,649.29,14.0636363636,3.0,0.01,0.01,184.93
13989,318.92,485.06,-0.12,3.0,0.01,100.0,169.13,6.91769230769,2.16,0.01,0.01,259.6
14000,344.31,383.28,0.01,4.0,-0.06,100.0,521.1,3.32775510204,1.8,-0.06,0.01,174.11
14001,153.86,242.36,0.01,3.5,0.01,200.0,255.55,4.88245614035,2.5,0.01,0.01,529.54
14006,148.91,150.35,0.3,3.6,0.01,15.0,151.33,3.6375,3.0,0.01,0.01,155.04
14007,700.77,229.24,0.01,3.0,0.01,100.0,131.23,7.19586206897,4.0,0.01,0.3,289.33
14016,547.98,195.83,0.1,2.5,-3.12,11.0,111.52,25.3621212121,2.0,0.0,-11.0,317.64
14017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14020,349.1,900.4,0.01,3.9,0.01,14.0,266.57,6.54444444444,4.6,0.01,0.03,567.14
14021,249.12,123.02,0.1,2.0,0.0,200.0,276.4,6.99428571429,3.2,0.1,0.01,265.63
14022,921.16,560.8,0.01,2.0,0.01,8.0,134.06,3.31407407407,1.5,-4.13,0.01,243.99
14023,339.67,297.02,0.01,3.0,0.01,7.0,157.79,2.8496,2.9,0.01,0.01,588.1
14024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14025,285.64,304.17,-0.48,2.0,-0.72,200.0,207.61,2.48414634146,0.8,0.01,0.01,165.54
14026,355.17,429.53,0.01,3.2,0.0,200.0,588.06,10.5657377049,4.0,0.01,0.01,268.89
14027,225.95,548.91,0.1,3.55,0.01,100.0,328.24,7.51416666667,3.1,0.0,0.0,239.36
14028,148.32,214.26,0.01,3.25,0.01,1.2,96.55,5.19357142857,2.9,0.0,0.01,65.42
14029,522.25,728.3,0.03,3.15,0.1,60.0,600.61,18.0005128205,3.4,0.01,0.01,187.81
14030,295.67,187.16,-0.88,3.6,0.01,300.0,168.83,6.37944444444,1.3,0.01,0.01,502.25
14031,308.3,237.33,0.01,2.9,0.01,100.0,148.76,8.5475,2.55,0.01,0.01,322.11
14032,150.73,434.83,0.01,4.3,0.01,7.0,95.08,13.336969697,3.35,0.01,-0.72,430.56
14033,49.21,138.33,0.01,1.665,0.01,30.0,91.54,3.8475,1.8,-0.96,0.01,174.4
14036,227.59,118.29,0.01,4.1,0.01,100.0,257.61,6.91258064516,3.0,0.65,-1.38,517.3
14037,111.78,220.35,0.01,3.25,0.01,100.0,518.75,8.3578,4.3,-0.01,0.01,100.42
14040,561.82,291.54,0.2,4.6,0.1,20.0,252.26,6.78575757576,3.1,-3.0,-2.0,186.78
14041,693.58,390.37,0.02,3.2,-3.12,14.3,187.61,3.55869565217,3.55,0.01,0.01,336.44
14042,376.31,340.7,-1.08,3.9,-0.66,13.0,229.3,4.27282051282,4.5,-1.26,-1.26,170.43
14043,446.1,514.45,0.7,5.6,0.65,15.0,284.9,9.40054054054,3.5,0.1,0.15,385.74
14044,200.71,174.86,0.17,3.95,0.5,16.0,328.44,3.67054054054,3.0,0.17,0.1,850.53
14045,227.61,313.73,0.3,6.6,0.6,12.7,682.8,12.28075,4.5,1.0,0.9,372.76
14046,128.65,653.58,0.01,1.5,0.01,6.6,106.86,3.7596,1.25,0.0,0.01,148.6
14047,125.58,250.12,0.02,3.75,0.01,200.0,231.92,4.48090909091,2.5,0.01,0.05,352.4
14050,2075.0,217.92,0.02,3.6,0.02,300.0,193.02,3.9597826087,3.45,0.4,0.3,888.96
14051,547.01,358.16,-3.3,3.6,0.01,26.4,494.78,5.15810810811,5.0,0.01,0.0,320.63
14052,592.2,501.02,-1.8,2.7,-3.24,11.1,226.38,10.1569565217,2.5,0.01,0.01,182.33
14053,321.32,270.35,0.01,3.0,0.01,100.0,218.01,10.4903030303,3.0,-1.88,0.0,405.45
14056,288.55,166.38,-0.84,1.28,0.01,10.0,733.53,6.26743589744,1.9,0.0,-0.96,670.89
14057,106.14,311.08,-1.02,1.5,0.08,100.0,363.51,3.7796875,1.83,0.01,-3.48,85.66
14058,243.54,1067.56,0.5,3.9,0.0,11.0,286.82,6.28705882353,3.9,-3.48,0.01,636.27
14059,136.15,303.24,0.01,1.9,0.01,80.0,394.07,7.7235,1.7,0.01,0.01,435.3
14060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14061,555.91,491.61,0.15,4.35,0.01,100.0,198.73,10.8975,4.8,0.01,0.1,248.94
14064,85.41,113.88,0.01,0.8,0.01,15.0,72.24,1.71615384615,1.1,0.01,0.01,76.01
14065,292.84,285.09,0.01,3.1,0.01,100.0,124.88,3.72827586207,3.9,0.01,0.01,84.14
14066,199.14,486.2,0.0,4.5,0.0,26.06,148.67,19.7502380952,3.55,0.02,0.0,355.32
14067,113.46,180.8,0.01,4.3,0.0,14.9,92.58,5.84941176471,3.6,2.0,1.0,1013.17
14068,193.89,141.11,-0.72,2.9,0.01,8.0,1166.82,14.4869047619,2.2,-0.12,-0.06,135.66
14069,522.2,539.1,0.01,2.85,0.01,12.0,131.51,2.5074,2.2,0.01,0.01,791.43
14072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14073,114.17,152.7,-3.54,1.85,0.08,100.0,395.55,2.98482758621,3.9,-0.18,-1.26,554.46
14074,554.51,144.55,-1.14,4.0,-1.08,13.9,454.24,14.0420454545,3.0,-3.5,-1.02,497.82
14075,21.2,23.95,0.5,8.85,0.45,6.5,29.83,46.45,4.25,0.1,0.3,56.43
14076,264.58,252.29,0.01,3.1,0.01,5.9,246.74,11.1181967213,3.05,0.01,0.01,346.11
14077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14085,258.52,694.78,0.01,3.6,0.01,11.8,305.16,2.83642857143,2.9,0.01,-3.6,373.22
14086,498.82,893.07,0.01,3.6,0.01,90.0,162.78,17.0448275862,3.6,-4.3,0.01,318.47
14087,547.2,191.72,0.1,5.4,0.02,200.0,371.0,4.52857142857,5.0,0.5,0.2,299.1
14088,224.65,165.38,0.01,3.0,0.01,100.0,105.35,2.24459459459,3.0,0.02,0.01,413.64
14089,129.0,297.66,0.01,4.0,0.06,100.0,594.83,7.51264705882,4.5,0.7,0.1,182.44
14090,389.96,159.21,0.01,3.0,0.01,9.1,368.36,6.39568627451,3.0,0.01,0.01,146.44
14091,167.64,275.42,0.01,1.2,0.01,40.0,105.76,2.47117647059,1.15,0.01,0.01,143.95
14092,59.01,157.96,0.01,2.1,0.01,50.0,558.32,9.68954545455,0.5,0.01,0.0,182.2
14093,692.51,852.82,0.9,1.34,-0.72,200.0,199.44,7.16775862069,2.5,-0.18,-1.14,570.77
14096,431.95,727.34,0.6,3.55,0.6,13.0,190.5,7.06857142857,3.6,0.7,0.6,229.33
14097,200.75,525.57,0.0,2.3,0.01,30.0,196.96,10.6365277778,3.25,-3.54,0.01,577.33
14098,773.99,354.36,-0.72,3.2,-2.52,15.2,309.51,10.8226785714,3.9,-2.52,-7.5,241.29
14099,303.03,568.55,0.01,5.2,-3.54,150.0,573.82,17.3654347826,3.0,-1.02,-0.84,244.04
14104,296.83,375.06,0.01,3.0,0.01,100.0,162.8,4.66967741935,4.5,0.01,0.01,229.13
14105,136.31,433.22,0.08,4.4,0.01,100.0,567.53,16.7290243902,4.4,0.01,0.01,227.71
14106,237.73,345.25,-0.78,1.8,-1.02,30.0,147.75,13.0330434783,2.65,-1.02,0.1,175.2
14107,100.62,106.43,-0.84,3.6,-0.9,200.0,235.11,13.9736363636,3.0,-1.02,-1.08,399.23
14114,70.86,125.05,-0.84,1.1,0.01,200.0,232.33,4.22954545455,1.0,0.0,0.01,412.09
14115,343.7,145.65,0.01,3.0,0.01,150.0,1002.46,3.14276595745,1.9,0.0,0.01,115.51
14116,119.36,595.77,0.01,2.4,0.01,100.0,362.49,4.62,1.2,0.01,0.01,159.88
14117,335.63,409.88,0.0,3.2,-0.48,100.0,191.33,2.945,2.5,-0.78,0.01,106.95
14118,253.8,341.91,0.01,2.65,0.01,400.0,341.08,19.9404166667,1.2,0.01,0.01,400.01
14119,142.79,349.92,0.01,1.6,-3.42,200.0,200.81,8.57185185185,1.5,-0.48,0.01,668.22
14120,715.48,637.29,0.01,5.5,0.09,20.0,491.95,8.63787234043,5.0,-0.24,0.08,481.98
14121,291.9,340.7,0.2,2.8,0.5,15.0,298.46,11.7489795918,3.5,0.5,0.5,127.4
14124,803.09,74.17,0.01,1.6,0.01,15.0,124.79,3.02107142857,2.22,0.01,0.01,90.39
14125,1.0,0.0,1.0,1.0,0.0,0.0,0.0,13.9,1.0,0.0,0.0,0.0
14128,95.63,365.66,0.01,1.7,-1.2,6.5,725.67,1.985,1.0,-1.2,-1.14,141.13
14129,104.17,284.4,0.01,3.0,0.02,100.0,276.12,2.78297297297,1.5,0.01,0.01,425.7
14132,528.66,362.04,0.01,3.3,0.01,8.6,383.06,7.45958333333,4.1,-0.84,0.01,155.44
14133,534.09,236.84,0.01,4.0,0.01,100.0,249.77,7.16166666667,4.1,0.0,0.01,239.95
14134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14136,273.63,353.62,-1.14,1.4,-1.14,50.0,479.39,3.105,1.2,-1.2,0.01,108.48
14137,358.23,312.76,-0.9,3.0,0.01,100.0,304.79,7.0962962963,3.6,0.01,0.01,123.53
14138,432.23,429.95,0.01,6.5,-3.0,200.0,804.79,15.9176315789,2.95,0.3,0.01,343.22
14139,328.78,351.64,-3.48,4.4,0.2,200.0,642.08,5.51333333333,3.0,0.1,0.15,390.25
14140,873.15,190.86,-1.02,2.2,-0.9,200.0,585.35,6.45446428571,2.1,-0.96,-0.96,177.55
14141,790.29,486.36,0.01,2.8,-0.72,10.0,562.93,3.84019230769,3.0,-3.18,0.01,509.71
14142,513.3,1159.7,0.01,3.0,-0.54,200.0,177.9,3.71104166667,3.0,-0.84,0.01,492.29
14143,238.33,259.29,-3.5,3.6,0.01,100.0,230.33,12.0751162791,3.6,0.01,0.01,855.72
14144,370.4,160.34,0.01,2.65,0.01,300.0,185.13,3.05511111111,3.2,0.01,0.01,350.97
14145,447.81,356.78,0.01,4.2,0.01,200.0,362.49,4.04396226415,3.0,-1.08,0.01,163.33
14146,120.88,117.05,0.01,3.315,0.01,7.0,264.1,6.29625,1.8,0.02,0.01,224.32
14147,289.75,451.1,0.05,4.0,0.7,10.0,131.68,6.08225806452,3.2,0.03,0.06,151.1
14148,159.58,118.54,0.01,3.6,0.01,200.0,141.67,4.1124137931,1.4,0.01,0.01,139.52
14149,1.0,130.0,0.01,2.9,30.0,0.15,0.0,25.0,1.0,0.0,6.5,0.0
14150,152.66,479.9,-3.54,3.55,0.0,100.0,232.11,8.18108695652,4.0,0.01,0.1,396.43
14151,139.32,189.32,0.01,3.25,-3.36,8.0,347.9,9.47421052632,3.6,0.01,0.01,333.67
14152,354.14,359.52,0.5,3.765,0.09,9.6,176.59,5.18,2.0,0.1,0.1,191.73
14153,294.2,183.55,0.01,2.115,0.01,50.0,286.99,6.6224137931,2.2,0.01,0.0,329.91
14154,688.87,532.35,0.01,1.0,-2.1,6.2,126.54,4.766,1.9,-2.52,0.01,184.98
14155,119.31,652.21,0.01,0.5,0.01,30.0,101.72,3.64424242424,2.6,0.01,0.01,134.21
14156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14157,559.47,225.41,0.15,5.0,0.01,100.0,168.11,9.05714285714,4.0,-3.54,0.01,190.34
14158,498.36,194.6,0.6,4.6,0.6,200.0,593.96,11.1538461538,4.65,0.6,0.4,697.9
14159,333.1,240.06,0.2,2.55,0.01,100.0,239.5,2.63195121951,4.4,0.3,0.4,431.0
14160,323.98,135.92,0.7,4.4,0.03,200.0,356.23,4.124,2.95,-0.78,-0.72,155.41
14161,287.19,352.3,0.01,2.0,-2.94,220.0,465.45,3.17426229508,2.125,0.01,0.01,99.58
14162,238.0,258.33,0.01,3.5,0.01,30.0,181.87,4.2624,3.8,0.01,0.01,547.77
14163,904.63,177.73,-1.22,2.7,0.01,200.0,419.02,3.72582089552,1.9,-8.6,0.01,595.8
14164,463.16,418.85,0.0,3.5,0.01,200.0,1071.6,6.94666666667,3.0,-10.0,0.02,613.48
14165,164.05,243.72,0.01,4.0,0.0,100.0,126.76,18.0082,3.7,0.5,-3.54,1003.33
14166,272.29,194.68,0.02,1.8,-17.0,100.0,200.88,5.97419354839,1.275,0.02,0.01,513.31
14167,417.48,375.97,0.15,3.9,0.02,100.0,353.93,7.98468085106,4.0,0.1,0.01,370.9
14168,211.3,148.21,0.01,1.4,0.0,40.0,470.09,1.75431372549,1.5,0.01,0.01,365.57
14169,108.18,315.93,0.01,2.0,0.01,100.0,122.74,3.81075471698,1.9,-0.48,0.01,145.28
14172,445.78,329.31,0.01,3.35,-3.36,115.0,291.18,2.814375,2.0,-3.36,-0.66,134.72
14173,227.96,345.47,0.0,2.7,0.0,100.0,441.63,2.79129032258,2.5,-3.42,-3.3,153.12
14174,297.11,208.29,-5.6,0.8,0.01,100.0,219.88,3.16453125,0.5,-0.42,-0.9,221.02
14175,352.78,510.08,-6.55,1.3,0.01,7.1,305.83,2.33333333333,1.0,-0.78,0.01,380.41
14176,305.47,411.06,0.01,2.65,-11.9,30.0,350.0,4.48525423729,3.0,-0.3,-0.48,175.6
14177,1003.02,354.66,-4.6,3.0,-0.72,400.0,874.87,4.80426470588,4.0,-0.48,-0.66,610.76
14180,145.73,170.6,-0.18,0.9,0.01,15.9,165.57,1.69378787879,0.7,0.01,0.0,1263.61
14181,179.86,543.84,0.01,0.6,0.01,21.1,200.81,2.29858695652,0.5,0.01,0.01,683.73
14182,209.35,270.07,0.01,5.0,0.01,150.0,330.86,4.32098039216,3.0,-30.0,0.01,918.33
14183,528.28,366.26,0.45,5.0,0.01,100.0,778.78,7.17776119403,3.4,0.01,0.7,388.76
14184,870.76,667.22,-0.3,2.2,-1.02,15.2,1025.45,16.0041666667,3.6,0.01,0.01,657.46
14185,239.83,309.48,0.01,6.45,0.01,200.0,768.34,15.7263636364,4.0,0.01,0.01,642.99
14186,526.11,527.2,0.0,3.0,0.0,11.3,302.65,4.15914893617,2.9,0.01,-1.88,362.75
14187,129.35,332.36,0.01,2.5,0.01,22.8,577.99,3.6568,2.0,0.01,0.01,108.9
14188,230.7,317.92,-1.2,1.45,0.01,22.5,465.69,6.3165,2.25,-3.54,-2.58,168.65
14189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14190,295.18,297.25,0.01,0.8,0.01,100.0,115.15,3.30319148936,0.3,0.01,0.01,216.83
14191,242.64,224.62,0.2,4.5,0.0,10.0,113.25,3.54105263158,4.6,0.1,0.1,266.58
14194,494.87,1075.89,0.01,3.6,0.01,14.5,427.44,3.82064516129,2.9,0.01,0.01,240.47
14195,775.03,204.14,0.01,3.0,0.01,400.0,1025.77,2.83220930233,1.8,0.01,0.01,1336.89
14196,159.02,577.8,0.01,2.0,0.01,8.0,154.4,7.14557377049,2.4,-3.1,-6.0,395.3
14197,141.09,331.11,-1.02,1.2,-0.66,10.0,89.19,1.0237037037,0.5,0.01,-9.0,33.63
14198,218.56,146.06,0.0,1.9,0.01,21.7,100.82,9.8658974359,2.0,0.01,0.01,325.07
14199,109.73,323.78,-2.1,3.6,0.08,100.0,125.6,4.115,1.1,-0.06,-1.2,43.6
14200,0.0,0.0,0.0,5.8,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0
14201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14202,413.29,218.08,0.01,2.63,0.01,50.0,238.17,11.0046666667,3.6,0.01,0.01,297.76
14203,819.8,247.8,0.01,2.05,0.1,15.0,351.02,5.41666666667,4.85,0.4,0.01,263.1
14204,346.21,212.98,0.14,3.6,0.01,200.0,620.36,7.73259259259,3.0,0.0,0.14,140.9
14205,392.04,273.29,0.01,3.31,-3.48,100.0,210.66,6.58891304348,3.3,0.0,0.01,284.62
14206,1551.24,606.41,0.02,3.6,0.01,200.0,1062.24,6.69076923077,5.015,0.0,-1.32,302.82
14207,250.82,293.97,0.01,4.45,0.01,14.2,565.28,4.58975609756,2.2,0.01,0.01,1778.31
14208,210.53,528.14,0.01,8.0,0.01,200.0,847.48,16.46075,6.35,0.01,0.01,354.58
14209,555.23,447.76,0.01,4.75,0.01,200.0,734.89,11.8373809524,10.6,0.01,0.01,329.5
14212,267.9,159.23,0.01,3.6,-5.6,200.0,397.29,3.16814814815,5.0,0.01,0.0,188.03
14213,143.44,275.98,0.01,4.6,0.02,100.0,90.72,11.5862962963,5.0,0.01,0.04,175.77
14214,146.33,146.84,0.01,3.0,-1.26,16.64,468.55,3.73196721311,3.35,0.1,-3.48,1039.81
14215,472.97,298.45,-2.88,2.0,-0.3,70.86,63.58,6.42513513514,2.53,0.01,0.01,108.1
14216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14217,46.05,309.6,0.3,2.2,0.1,7.8,60.7,8.07272727273,3.6,0.03,0.1,56.93
14218,241.36,505.65,-0.48,3.75,-0.18,200.0,396.13,10.1922,4.8,0.1,-3.54,431.64
