id,HourofDay17_count,HourofDay12_count,HourofDay9_count,HourofDay16_count,HourofDay11_count,HourofDay11_mean,HourofDay23_min,HourofDay18_mean,HourofDay15_sum,HourofDay7_sum,HourofDay8_median,HourofDay17_mean
12257,3.0,2.0,1.0,3.0,10.0,5.276,0.0,4.7,136.5,4.3,1.3,5.0
12260,167.0,225.0,76.0,61.0,258.0,11.4759689922,0.05,8.6682,134.58,230.26,3.0,6.59035928144
12261,348.0,157.0,68.0,77.0,333.0,10.6534834835,0.03,6.48466666667,420.79,108.97,3.2,5.76666666667
12262,72.0,96.0,37.0,43.0,60.0,6.4865,0.01,4.66621212121,22.52,23.53,2.33,7.51944444444
12263,104.0,158.0,37.0,60.0,140.0,5.19442857143,-3.18,3.69915789474,157.85,459.09,1.4,4.71634615385
12264,162.0,225.0,8.0,26.0,155.0,11.7984516129,0.5,8.20092715232,578.83,565.29,1.6,6.75302469136
12265,368.0,165.0,45.0,38.0,396.0,9.60396464646,0.02,9.20208053691,711.82,34.55,1.1,4.73970108696
12266,109.0,242.0,31.0,57.0,124.0,12.9783870968,0.01,7.72477678571,695.64,407.76,3.9,6.38403669725
12267,6.0,3.0,1.0,1.0,6.0,52.5,0.0,3.6,140.7,2.07,3.0,2.46666666667
12268,421.0,41.0,43.0,84.0,375.0,10.2090133333,0.4,14.6392857143,23.16,56.3,1.0,14.7486460808
12269,259.0,319.0,14.0,16.0,186.0,10.99,-0.42,8.20075221239,256.12,782.62,1.5,8.09254826255
12272,1.0,0.0,0.0,2.0,2.0,0.065,0.0,1.0,0.0,2.4,5.5,1.0
12273,80.0,115.0,18.0,28.0,117.0,10.0144444444,0.01,5.31701923077,205.93,24.01,5.55,7.0675
12278,404.0,168.0,32.0,73.0,376.0,14.0336968085,0.01,2.56534246575,317.41,900.21,3.4,7.73334158416
12279,225.0,225.0,35.0,30.0,210.0,11.2320952381,-1.02,10.1993548387,592.99,95.6,4.015,8.01782222222
12280,138.0,169.0,26.0,48.0,137.0,9.07810218978,0.01,6.01354330709,401.65,267.83,3.0,7.21594202899
12281,199.0,138.0,48.0,43.0,167.0,7.67401197605,0.02,5.60492957746,278.84,48.9,3.0,6.36502512563
12282,239.0,193.0,69.0,78.0,252.0,7.52507936508,0.05,9.53923076923,548.12,382.96,1.8,4.79577405858
12283,260.0,106.0,79.0,47.0,238.0,6.84084033613,0.01,6.11305555556,357.27,87.11,1.65,6.09653846154
12284,195.0,195.0,19.0,55.0,210.0,11.784,0.05,5.92884955752,270.57,358.84,2.9,10.3182564103
12285,242.0,142.0,49.0,65.0,266.0,8.8737593985,0.01,8.86654867257,569.13,196.04,3.6,7.84409090909
12286,179.0,157.0,30.0,47.0,190.0,11.9510526316,0.08,4.56135135135,110.39,288.14,3.0,6.93804469274
12287,139.0,105.0,47.0,41.0,223.0,8.53385650224,0.01,8.84074074074,162.21,14.11,1.45,6.35647482014
12288,237.0,350.0,132.0,46.0,185.0,7.70697297297,0.03,5.49108614232,170.98,568.13,1.9,8.38616033755
12289,312.0,390.0,233.0,76.0,311.0,10.1429581994,0.04,3.64992021277,640.45,85.8,2.4,5.71400641026
12290,91.0,107.0,36.0,66.0,105.0,11.6838095238,0.16,6.84770588235,141.37,253.68,2.45,9.00296703297
12291,80.0,116.0,11.0,65.0,102.0,10.2008823529,0.02,7.0164,283.91,54.69,1.8,16.006125
12294,461.0,143.0,51.0,61.0,267.0,9.2263670412,-1.2,10.3678947368,45.31,58.7,2.3,5.74449023861
12295,0.0,3.0,1.0,0.0,2.0,2.8,0.9,0.0,0.0,2.6,0.0,0.0
12296,81.0,147.0,23.0,53.0,119.0,5.58806722689,0.03,6.25820143885,587.35,308.44,2.0,13.6418518519
12297,77.0,157.0,61.0,57.0,79.0,7.93379746835,0.01,5.2650862069,103.35,55.35,1.4,5.3761038961
12298,5.0,3.0,1.0,0.0,5.0,4.52,0.0,10.15,0.0,4.7,0.0,2.68
12299,176.0,95.0,37.0,39.0,244.0,9.2087704918,-3.36,8.22704918033,88.16,30.19,0.7,8.78852272727
12300,88.0,120.0,26.0,47.0,75.0,7.43586666667,0.01,9.7785106383,1097.91,564.12,3.7,14.4584090909
12301,63.0,52.0,21.0,40.0,15.0,27.2666666667,0.6,8.185,419.52,77.56,4.25,10.243015873
12306,0.0,2.0,1.0,2.0,6.0,5.6,0.0,1.5,0.0,3.0,0.0,0.0
12307,4.0,2.0,0.0,1.0,13.0,4.51538461538,0.0,4.918,0.0,11.6,0.0,2.825
12310,191.0,113.0,46.0,62.0,148.0,8.11648648649,0.01,7.4438028169,166.26,195.81,3.0,8.81162303665
12311,348.0,139.0,80.0,22.0,366.0,7.92830601093,0.02,9.14515789474,421.71,136.5,2.7,6.57201149425
12312,139.0,164.0,54.0,47.0,117.0,12.2323931624,-1.02,5.44296551724,957.25,445.44,0.06,13.591294964
12313,73.0,79.0,20.0,43.0,68.0,14.9914705882,0.4,11.9330985915,729.8,80.43,2.4,9.20109589041
12314,168.0,224.0,38.0,34.0,218.0,10.5023394495,0.01,7.24375,106.35,400.69,3.9,6.4181547619
12315,3.0,0.0,1.0,2.0,5.0,3.186,0.0,8.6,0.0,0.0,2.95,6.43333333333
12318,187.0,293.0,26.0,37.0,244.0,18.0955737705,0.13,17.5140740741,610.98,374.33,4.2,15.2960962567
12319,162.0,237.0,10.0,36.0,280.0,18.2835714286,0.1,15.4588,287.22,90.37,4.4,9.4637654321
12324,187.0,224.0,34.0,31.0,206.0,6.37514563107,-1.08,4.02028985507,51.29,483.45,2.8,10.1053475936
12325,234.0,396.0,195.0,8.0,85.0,4.36882352941,0.01,4.95432352941,10.96,51.02,1.0,5.59782051282
12330,1.0,0.0,2.0,0.0,3.0,507.466666667,0.01,8.0,0.0,4.5,6.5,0.6
12331,267.0,170.0,62.0,63.0,273.0,8.42813186813,-3.54,5.51546099291,64.76,113.43,0.01,7.36277153558
12332,106.0,228.0,12.0,15.0,112.0,11.6473214286,0.2,7.76530973451,216.4,178.17,4.0,5.65613207547
12333,1.0,11.0,1.0,0.0,1.0,0.0,0.0,2.16666666667,0.0,2.6,1.7,2.8
12338,161.0,225.0,24.0,42.0,153.0,7.91607843137,-1.02,6.2928515625,118.56,17.0,1.45,3.95596273292
12339,152.0,187.0,23.0,80.0,124.0,7.39080645161,-0.96,8.20255707763,218.38,7.29,2.0,5.12092105263
12344,309.0,132.0,20.0,64.0,232.0,8.60754310345,0.01,11.3214130435,240.84,720.26,4.3,8.00650485437
12345,137.0,318.0,22.0,37.0,139.0,14.5128057554,-2.1,6.52187214612,35.78,33.38,3.0,8.88854014599
12350,180.0,144.0,48.0,69.0,200.0,12.97755,0.02,3.83223958333,583.95,558.62,2.23,5.246
12351,92.0,146.0,53.0,96.0,149.0,8.64456375839,0.01,10.6815862069,739.27,228.94,2.5,7.56586956522
12352,184.0,203.0,57.0,74.0,219.0,10.9076255708,0.01,4.89175115207,48.99,680.68,0.7,5.69304347826
12353,166.0,229.0,52.0,101.0,178.0,9.53247191011,0.01,3.50040201005,411.81,409.27,1.4,7.56415662651
12356,123.0,141.0,49.0,52.0,147.0,6.78306122449,0.04,5.38015625,509.56,411.55,3.0,6.24902439024
12357,90.0,100.0,27.0,50.0,97.0,10.7632989691,0.01,7.78762711864,106.98,153.5,2.5,11.9416666667
12358,132.0,205.0,63.0,83.0,310.0,8.18248387097,0.01,3.20430555556,25.61,655.08,1.5,3.84363636364
12359,151.0,213.0,71.0,98.0,277.0,8.37393501805,0.01,3.37176,245.92,214.22,1.0,7.95099337748
12360,119.0,134.0,16.0,31.0,131.0,12.7454198473,-3.24,4.35272727273,174.7,32.96,1.45,4.5125210084
12361,4.0,3.0,0.0,0.0,5.0,42.936,0.01,1.3,0.0,0.0,1.6,2.625
12362,189.0,181.0,25.0,98.0,157.0,8.43050955414,0.01,7.07570680628,565.7,200.25,2.3,7.1126984127
12363,196.0,123.0,31.0,65.0,202.0,6.03737623762,0.7,10.7886238532,831.1,114.56,2.35,6.65836734694
12364,218.0,250.0,76.0,71.0,186.0,7.79172043011,0.03,3.19371929825,6.71,460.08,0.02,5.90426605505
12365,167.0,295.0,58.0,73.0,232.0,6.24418103448,0.01,5.3113304721,431.61,174.83,1.2,10.0206586826
12370,82.0,98.0,8.0,16.0,38.0,18.2160526316,0.07,5.3180952381,16.2,0.0,6.0,9.57341463415
12371,183.0,172.0,34.0,69.0,150.0,4.52946666667,0.1,3.18991869919,49.91,471.61,0.15,9.93404371585
12374,196.0,242.0,13.0,22.0,211.0,6.84573459716,0.01,10.4908181818,394.2,53.8,3.55,9.71158163265
12375,316.0,200.0,60.0,45.0,161.0,8.54068322981,0.01,2.56295774648,59.67,435.96,1.4,3.84648734177
12376,63.0,240.0,60.0,52.0,123.0,18.0470731707,0.05,4.83408759124,56.5,122.18,2.0,7.49968253968
12377,104.0,135.0,14.0,52.0,157.0,6.68394904459,0.01,4.16319148936,11.32,176.32,1.815,9.35923076923
12380,193.0,147.0,22.0,52.0,198.0,10.0287878788,0.01,4.0002962963,28.22,335.1,1.4,5.78300518135
12381,118.0,194.0,48.0,112.0,141.0,9.43574468085,-3.36,4.7584,2111.81,443.12,0.8,8.56686440678
12382,70.0,56.0,27.0,53.0,208.0,12.1154326923,0.01,4.14192307692,290.54,287.72,4.2,11.1982857143
12383,269.0,38.0,17.0,48.0,72.0,13.0008333333,0.1,32.0944,608.6,6.0,7.0,16.7430855019
12386,161.0,190.0,76.0,54.0,188.0,8.19021276596,0.1,8.42164179104,539.62,460.41,3.0,8.52118012422
12387,91.0,49.0,43.0,52.0,96.0,9.92635416667,1.1,10.3307692308,347.88,135.51,3.5,10.8310989011
12396,173.0,197.0,57.0,67.0,125.0,8.71664,0.01,5.002265625,72.84,377.23,2.0,4.87705202312
12397,170.0,147.0,26.0,66.0,236.0,11.6847457627,0.01,4.02368932039,353.3,102.27,3.4,6.23823529412
12398,62.0,79.0,19.0,20.0,63.0,38.4084126984,30.0,9.64705882353,139.8,70.0,4.5,5.58951612903
12399,293.0,106.0,9.0,46.0,243.0,8.57197530864,0.01,4.22173913043,9.74,338.39,1.83,6.89860068259
12400,195.0,196.0,52.0,92.0,177.0,8.94559322034,0.01,5.32344086022,727.71,259.95,3.5,7.14051282051
12401,177.0,102.0,37.0,50.0,117.0,10.3002564103,0.4,6.64104294479,399.32,122.4,2.9,6.92389830508
12402,144.0,184.0,53.0,67.0,237.0,9.51375527426,0.01,6.54721311475,166.31,63.6,2.75,8.91201388889
12403,275.0,136.0,61.0,72.0,264.0,5.52431818182,0.01,8.52347826087,50.45,137.44,2.3,6.64276363636
12404,242.0,150.0,24.0,32.0,203.0,9.26187192118,0.1,6.57284946237,25.68,397.16,1.5,9.95388429752
12405,266.0,102.0,9.0,30.0,233.0,11.4403862661,0.01,7.31522123894,117.7,42.8,3.2,8.35056390977
12406,192.0,165.0,22.0,30.0,191.0,12.5557591623,0.01,3.94988888889,50.1,550.67,3.3,5.21885416667
12407,253.0,111.0,16.0,21.0,241.0,11.4159751037,0.04,8.87033707865,38.42,44.5,3.2,7.96936758893
12408,272.0,254.0,14.0,32.0,134.0,5.99582089552,-3.12,4.25390510949,164.92,559.34,4.1,6.52974264706
12409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12410,164.0,294.0,49.0,52.0,115.0,12.928,-3.54,5.17859259259,880.75,547.45,1.45,7.71713414634
12411,117.0,179.0,56.0,59.0,112.0,12.2251785714,0.01,5.78198347107,133.62,146.83,1.0,5.57333333333
12412,132.0,216.0,71.0,69.0,204.0,13.3595588235,-0.6,5.66833333333,106.95,445.14,1.3,9.26416666667
12413,117.0,238.0,122.0,86.0,147.0,13.714829932,-3.54,7.39428571429,314.1,18.84,1.8,9.17623931624
12418,159.0,180.0,53.0,71.0,222.0,7.3918018018,-3.54,2.79344827586,39.52,250.11,2.4,4.72509433962
12419,177.0,64.0,12.0,37.0,299.0,11.7991973244,0.1,5.65857142857,190.57,173.06,3.8,4.87610169492
12420,283.0,101.0,45.0,80.0,244.0,11.9304098361,0.01,3.07879120879,44.24,279.96,2.85,6.97558303887
12421,250.0,123.0,53.0,72.0,281.0,8.45925266904,0.01,8.32195652174,197.63,248.86,2.7,7.77076
12426,200.0,49.0,24.0,54.0,132.0,8.49409090909,0.01,8.68888888889,70.83,212.92,3.3,5.24725
12427,221.0,35.0,17.0,34.0,105.0,5.654,-0.36,6.63466666667,131.14,137.74,3.3,5.90285067873
12430,183.0,179.0,32.0,21.0,205.0,12.3769756098,-1.14,6.44005291005,64.82,190.28,3.0,9.28234972678
12431,353.0,321.0,147.0,61.0,291.0,10.6050171821,0.01,3.3674,418.17,15.27,0.8,5.5245325779
12432,173.0,124.0,24.0,29.0,148.0,9.59668918919,0.01,4.4397029703,630.12,301.17,3.4,7.82514450867
12433,201.0,136.0,35.0,41.0,111.0,17.0390990991,0.01,6.87964285714,352.65,561.4,3.75,11.8371641791
12436,508.0,266.0,96.0,91.0,365.0,5.06295890411,0.01,5.69626262626,288.72,347.57,1.5,3.42986220472
12437,64.0,74.0,21.0,74.0,52.0,5.95807692308,-0.6,13.9469230769,329.09,52.31,3.0,8.5021875
12438,12.0,24.0,1.0,2.0,13.0,17.3769230769,0.0,41.2666666667,9.1,0.0,7.5,14.7666666667
12439,3.0,3.0,0.0,1.0,0.0,0.0,0.0,9.6,200.0,0.0,0.0,15.8666666667
12440,210.0,148.0,19.0,51.0,264.0,15.4873484848,0.1,4.84390374332,426.89,8.2,1.2,7.72476190476
12441,283.0,77.0,27.0,39.0,374.0,7.52542780749,0.01,3.244,295.68,96.04,2.1,4.26731448763
12444,259.0,229.0,45.0,57.0,181.0,8.18232044199,-3.54,9.11558139535,125.8,109.03,3.3,7.78154440154
12445,388.0,170.0,58.0,46.0,410.0,11.1594634146,0.01,6.74016666667,147.38,372.67,2.9,3.83417525773
12446,232.0,274.0,27.0,23.0,197.0,11.8513705584,-2.34,3.9399382716,42.38,278.96,3.2,8.24607758621
12447,206.0,288.0,44.0,49.0,176.0,14.0885227273,-0.96,6.20094444444,109.93,93.4,3.8,10.5273300971
12448,115.0,139.0,31.0,26.0,132.0,11.2310606061,0.01,3.54840909091,658.47,354.92,1.4,7.31295652174
12449,157.0,121.0,23.0,25.0,69.0,10.115942029,0.01,5.32977272727,133.73,530.62,2.9,9.37133757962
12450,155.0,144.0,26.0,19.0,187.0,10.5878074866,0.01,6.93405660377,23.43,257.07,3.2,9.33335483871
12451,106.0,165.0,37.0,62.0,156.0,7.5541025641,0.1,15.4117977528,176.61,147.92,2.63,4.68
12452,230.0,80.0,29.0,32.0,192.0,9.18723958333,0.01,6.49612903226,31.01,111.68,3.8,7.06134782609
12453,249.0,93.0,24.0,48.0,181.0,11.6719337017,0.12,6.01046511628,94.25,5.4,4.3,7.67116465863
12458,361.0,141.0,45.0,56.0,402.0,8.23564676617,0.01,4.2848630137,29.1,238.85,3.015,5.47490304709
12459,340.0,183.0,55.0,53.0,437.0,7.232402746,0.1,4.45744680851,38.65,47.51,2.8,6.52964705882
12464,396.0,95.0,25.0,63.0,404.0,10.9668316832,0.01,2.61106145251,10.63,322.17,2.3,7.39138888889
12465,310.0,147.0,41.0,86.0,313.0,8.16993610224,0.1,12.1781889764,68.22,85.34,2.6,6.70883870968
12466,119.0,208.0,25.0,36.0,195.0,4.90507692308,0.08,3.05136363636,17.4,190.81,1.6,7.93504201681
12467,216.0,192.0,61.0,78.0,153.0,4.7331372549,-1.08,3.4585,99.68,83.94,1.3,4.35537037037
12468,6.0,0.0,1.0,0.0,2.0,16.8,0.0,300.0,0.0,4.8,0.0,22.3333333333
12469,258.0,191.0,48.0,56.0,284.0,5.31545774648,0.01,7.19815068493,190.66,477.41,1.6,5.23337209302
12470,60.0,104.0,13.0,31.0,107.0,6.65822429907,0.4,7.311875,68.6,86.38,3.0,4.50666666667
12471,35.0,131.0,34.0,24.0,41.0,6.90975609756,0.01,3.39266666667,242.21,22.8,3.6,4.13571428571
12472,275.0,148.0,12.0,19.0,240.0,7.21504166667,0.01,3.34095238095,10.7,202.7,0.5,7.99487272727
12473,168.0,168.0,30.0,60.0,197.0,11.1410152284,0.6,5.45203539823,80.03,370.17,1.6,6.50458333333
12476,382.0,67.0,8.0,29.0,374.0,8.68695187166,0.09,2.8919047619,6.56,274.8,2.3,7.98712041885
12477,287.0,93.0,50.0,43.0,288.0,11.4125347222,0.1,5.41416666667,20.7,92.5,2.1,5.81425087108
12478,165.0,138.0,23.0,42.0,154.0,6.72551948052,-3.0,9.5507079646,35.5,119.79,2.3,7.852
12479,108.0,170.0,36.0,38.0,103.0,9.01,0.01,11.91425,516.96,222.19,2.2,8.83824074074
12480,264.0,68.0,14.0,37.0,263.0,12.727338403,0.01,5.71857142857,507.8,199.93,3.4,7.80609848485
12481,329.0,149.0,33.0,56.0,310.0,8.35219354839,0.0,8.85798165138,365.85,314.98,2.3,7.91829787234
12482,201.0,100.0,34.0,33.0,225.0,10.5228,0.02,5.01913461538,4.84,224.05,3.4,7.34059701493
12483,131.0,133.0,30.0,19.0,180.0,11.9673888889,0.0,8.58219047619,16.2,114.7,3.4,8.44832061069
12484,191.0,74.0,28.0,45.0,171.0,11.3996491228,0.01,7.61634408602,94.21,179.47,4.4,13.3110471204
12485,174.0,71.0,26.0,45.0,168.0,16.8125,0.1,5.52747252747,175.55,197.4,3.4,7.84235632184
12488,162.0,102.0,11.0,25.0,150.0,10.6696666667,0.01,4.65546666667,57.98,137.91,3.4,11.7419753086
12489,170.0,147.0,20.0,19.0,190.0,10.4097368421,0.0,12.658974359,76.13,119.93,2.6,11.8437058824
12490,258.0,202.0,50.0,75.0,268.0,7.24708955224,0.01,3.57307228916,48.4,361.16,3.4,8.44573643411
12491,149.0,138.0,40.0,57.0,223.0,8.19112107623,0.01,8.9834939759,35.16,223.13,3.3,6.72496644295
12492,387.0,131.0,46.0,80.0,360.0,8.74694444444,0.01,7.60887096774,87.89,58.97,1.2,7.50689922481
12493,207.0,181.0,37.0,38.0,200.0,7.57495,0.01,8.7416374269,148.37,135.04,1.915,5.35130434783
12494,213.0,94.0,9.0,67.0,128.0,12.803125,-0.78,4.43327868852,539.86,60.9,6.7,9.13131455399
12495,242.0,265.0,52.0,40.0,193.0,5.66015544041,0.01,7.35863874346,203.31,187.35,1.6,4.94731404959
12496,382.0,124.0,24.0,46.0,307.0,8.27980456026,0.01,3.42432692308,31.74,240.31,3.3,5.61395287958
12497,356.0,187.0,12.0,45.0,284.0,6.29728873239,-3.42,7.99431578947,24.64,74.53,3.3,5.12758426966
12500,149.0,206.0,49.0,61.0,164.0,5.52292682927,0.01,12.39112,300.15,77.1,2.0,6.37630872483
12501,156.0,206.0,38.0,52.0,139.0,6.74,0.01,7.95590909091,494.71,539.04,3.5,6.79230769231
12504,168.0,250.0,41.0,50.0,201.0,19.064278607,-3.48,7.53875,150.54,533.67,4.3,13.9433333333
12505,124.0,293.0,26.0,38.0,192.0,19.3121875,0.06,10.1032098765,281.08,29.7,5.65,15.9679032258
12508,143.0,300.0,61.0,46.0,140.0,8.674,0.01,4.20410569106,177.86,208.91,2.0,5.71034965035
12509,6.0,1.0,0.0,0.0,4.0,129.75,0.3,17.8,0.0,7.4,0.0,87.8166666667
12512,226.0,70.0,38.0,92.0,244.0,5.40790983607,0.01,3.8785,138.86,313.11,1.55,7.30092920354
12513,0.0,3.0,1.0,1.0,3.0,2.70333333333,0.0,3.8,1.0,4.6,0.0,0.0
12514,356.0,152.0,55.0,57.0,397.0,9.3785138539,-0.9,5.80589595376,875.18,299.09,2.0,6.94806179775
12515,490.0,182.0,44.0,68.0,316.0,8.60537974684,-0.6,5.99495652174,114.79,45.54,2.1,5.62712244898
12518,160.0,204.0,55.0,60.0,108.0,7.54175925926,-1.74,7.81650306748,501.56,325.66,2.1,6.44125
12519,48.0,36.0,1.0,15.0,40.0,11.945,0.0,4.6125,0.0,13.8,4.7,7.41354166667
12524,290.0,173.0,115.0,72.0,275.0,7.61592727273,-1.14,10.5543884892,152.05,500.09,2.5,7.11282758621
12525,182.0,105.0,16.0,26.0,214.0,10.5659345794,0.01,6.90357575758,22.98,572.77,0.7,8.6132967033
12526,115.0,210.0,46.0,43.0,139.0,7.91230215827,-1.5,6.0375,354.51,206.0,1.85,7.87791304348
12527,63.0,180.0,25.0,49.0,75.0,8.47786666667,0.01,5.0635,94.75,17.2,1.6,8.79634920635
12530,218.0,158.0,61.0,71.0,223.0,6.51941704036,0.02,6.75070247934,143.67,272.62,2.6,4.13293577982
12531,1.0,3.0,0.0,0.0,2.0,3.7,0.0,0.0,0.0,0.0,0.0,200.0
12532,160.0,136.0,17.0,27.0,178.0,9.30039325843,0.01,5.10380530973,24.36,279.59,4.0,9.853125
12533,93.0,227.0,14.0,20.0,131.0,15.7571755725,0.1,11.2097029703,20.8,14.9,4.6,8.1
12534,208.0,261.0,46.0,89.0,208.0,7.12894230769,0.01,9.16570881226,238.32,312.22,1.1,7.38307692308
12535,1.0,3.0,0.0,1.0,1.0,0.5,0.0,10.0,0.0,0.0,1.0,9.6
12542,139.0,218.0,35.0,28.0,161.0,8.31354037267,0.01,4.16706349206,525.96,80.69,3.0,8.53258992806
12543,120.0,198.0,26.0,23.0,236.0,15.2147457627,0.03,6.12022556391,26.18,53.27,3.3,11.0766666667
12544,332.0,94.0,20.0,40.0,322.0,5.77208074534,0.01,1.90613861386,97.82,406.55,1.0,2.96171686747
12545,393.0,207.0,55.0,50.0,269.0,3.25977695167,0.01,6.15176100629,121.93,250.7,1.7,2.8020610687
12546,406.0,276.0,220.0,27.0,223.0,7.72780269058,-1.38,17.3318644068,449.29,0.0,2.5,6.02541871921
12547,43.0,52.0,9.0,33.0,52.0,9.36730769231,1.4,44.0421568627,117.5,36.6,6.0,12.6160465116
12548,143.0,273.0,62.0,31.0,111.0,8.03171171171,0.01,11.9378991597,63.22,632.72,2.5,8.73244755245
12549,28.0,12.0,1.0,9.0,7.0,18.3,0.0,9.7,218.6,0.0,0.0,21.6053571429
12552,1.0,4.0,0.0,0.0,1.0,200.0,0.0,1.6,44.0,0.0,1.55,0.01
12553,7.0,0.0,5.0,4.0,3.0,4.03333333333,0.1,0.1,1.3,4.1,0.405,6.05714285714
12554,285.0,163.0,19.0,42.0,255.0,9.63623529412,0.02,5.74156462585,59.5,101.87,2.5,9.64592982456
12555,221.0,158.0,17.0,108.0,143.0,6.19601398601,0.1,14.854,92.06,17.0,2.75,7.17085972851
12556,273.0,149.0,12.0,43.0,215.0,8.35693023256,-2.34,6.18858490566,57.0,415.82,4.0,9.65304029304
12557,126.0,104.0,25.0,88.0,109.0,9.12018348624,-3.54,11.7287878788,155.38,108.51,3.4,12.0287301587
12560,261.0,154.0,17.0,39.0,181.0,11.6403314917,0.01,5.42252631579,271.93,515.57,3.85,10.7108045977
12561,310.0,105.0,7.0,51.0,250.0,10.28696,0.05,17.8462962963,130.06,212.94,4.75,8.394
12562,4.0,6.0,0.0,4.0,5.0,40.122,0.0,0.0,0.0,0.0,4.4,3.475
12563,154.0,184.0,33.0,55.0,148.0,8.02114864865,-3.3,11.8810071942,152.83,209.03,2.0,7.06448051948
12564,307.0,182.0,27.0,36.0,234.0,6.80435897436,0.01,18.978313253,81.09,701.0,2.6,4.44928338762
12565,366.0,134.0,61.0,24.0,291.0,8.41388316151,-0.24,28.0116666667,346.38,174.2,3.8,7.02180327869
12566,375.0,124.0,57.0,43.0,347.0,9.42452449568,0.01,7.24591397849,363.5,584.18,4.225,7.28584
12567,551.0,113.0,50.0,49.0,425.0,9.13270588235,0.01,9.35051724138,55.24,203.13,2.9,9.96
12572,98.0,168.0,13.0,20.0,86.0,19.2176744186,-3.54,7.23468531469,30.34,514.79,2.5,9.22653061224
12573,103.0,262.0,35.0,19.0,114.0,11.2337719298,-3.54,6.75239130435,37.36,146.62,2.8,9.3067961165
12574,0.0,0.0,0.0,1.0,3.0,18.4333333333,0.0,0.0,0.0,2.1,0.0,0.0
12575,327.0,149.0,109.0,147.0,319.0,12.6455485893,0.01,1.51148148148,37.14,73.86,1.1,7.44626911315
12576,212.0,149.0,22.0,31.0,196.0,6.64566326531,0.01,6.84656565657,54.6,121.59,2.4,8.35283018868
12577,185.0,231.0,46.0,32.0,127.0,9.87811023622,0.01,7.38098837209,16.0,98.28,1.4,7.57572972973
12578,176.0,222.0,20.0,32.0,185.0,13.1497837838,-1.32,4.69151315789,49.98,156.11,3.05,6.37784090909
12579,126.0,244.0,16.0,31.0,63.0,11.0384126984,0.01,6.33644067797,75.7,34.23,4.25,7.66468253968
12582,124.0,157.0,47.0,44.0,168.0,11.8660714286,0.01,4.67401574803,72.51,395.29,2.2,13.6753225806
12583,83.0,120.0,75.0,35.0,138.0,11.7436956522,-3.42,10.246875,31.86,21.61,2.5,11.4955421687
12584,120.0,150.0,73.0,55.0,141.0,18.5763120567,-3.54,5.36438461538,127.19,247.51,1.4,12.3053333333
12585,69.0,116.0,80.0,48.0,79.0,8.65886075949,-3.24,4.57698412698,315.32,133.07,1.6,8.49304347826
12586,169.0,151.0,27.0,19.0,176.0,12.8310795455,-0.54,5.0209375,265.35,110.42,2.6,4.79633136095
12587,127.0,176.0,37.0,38.0,85.0,11.6249411765,-0.78,7.16923664122,38.41,72.71,2.4,8.19015748031
12588,118.0,171.0,15.0,42.0,126.0,8.65944444444,0.01,13.3439583333,167.6,802.35,4.1,20.1723728814
12589,195.0,231.0,45.0,34.0,253.0,9.65897233202,0.01,5.98676258993,33.73,123.36,1.9,9.34661538462
12592,271.0,71.0,14.0,83.0,272.0,12.4310661765,0.9,9.53455284553,711.98,53.1,3.0,9.28885608856
12593,266.0,143.0,102.0,94.0,247.0,8.49303643725,-3.54,6.39595628415,452.04,490.01,2.4,9.52966165414
12594,315.0,234.0,97.0,78.0,271.0,9.97413284133,0.01,3.25973154362,295.86,130.99,2.8,6.73907936508
12595,161.0,186.0,69.0,63.0,188.0,7.70994680851,0.01,4.91288732394,86.78,67.91,2.03,8.03745341615
12596,295.0,274.0,32.0,46.0,203.0,7.79822660099,0.01,4.3923880597,67.89,277.08,3.0,5.82077966102
12597,108.0,253.0,39.0,48.0,94.0,6.28617021277,0.01,5.70710691824,201.67,103.21,3.0,5.62027777778
12602,366.0,146.0,37.0,42.0,372.0,7.3613172043,0.01,4.01041958042,287.83,437.15,2.85,4.46292349727
12603,252.0,197.0,67.0,55.0,251.0,11.8618326693,-3.54,3.85766423358,651.63,254.65,2.7,5.36075396825
12604,304.0,110.0,41.0,37.0,319.0,8.51225705329,0.01,4.37833333333,596.03,390.01,2.8,7.68503289474
12605,187.0,186.0,38.0,52.0,191.0,8.91769633508,0.01,9.48619047619,301.66,191.8,3.0,7.93443850267
12610,1.0,1.0,0.0,1.0,1.0,7.6,0.0,0.0,500.0,3.0,11.8,8.6
12611,203.0,249.0,84.0,19.0,185.0,25.7544864865,-1.08,13.5171111111,784.56,357.9,6.1,10.2432019704
12612,177.0,99.0,15.0,25.0,201.0,11.8365671642,0.01,7.92065420561,58.87,245.49,3.8,7.99451977401
12613,0.0,3.0,3.0,0.0,1.0,0.0,0.1,71.2666666667,0.0,0.0,6.0,0.0
12618,2.0,0.0,0.0,1.0,4.0,3.3075,0.0,4.6,0.0,3.67,3.0,4.5
12619,143.0,150.0,12.0,61.0,99.0,14.2336363636,-3.42,7.8023,187.13,70.32,1.5,4.89
12624,355.0,179.0,48.0,53.0,260.0,8.06430769231,0.01,3.1027027027,129.24,226.71,1.25,6.62833802817
12625,315.0,245.0,81.0,95.0,258.0,6.99034883721,0.01,7.11078125,242.97,250.69,2.2,6.56625396825
12628,207.0,251.0,23.0,10.0,206.0,6.71830097087,0.1,2.56525547445,270.5,350.35,1.3,4.41700483092
